work_id	canonical_title	normalized_title	title_variants_json	cluster_status	notes
qb_lit_patel_30c4f223	Patel	patel	"{""Patel"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_pecuniary_emulation_958a07ae	Pecuniary Emulation	pecuniary emulation	"{""Pecuniary Emulation"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_peter_cat_a0053903	Peter Cat	peter cat	"{""Peter Cat"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_philadelphia_91cfe88c	Philadelphia	philadelphia	"{""Philadelphia"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_pride_ac1cea31	Pride	pride	"{""Pride"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_primrose_d9806ae6	Primrose	primrose	"{""Primrose"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_queen_bee_ab771cfb	Queen Bee	queen bee	"{""Queen Bee"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_red_center_b404ec7d	Red Center	red center	"{""Red Center"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_red_white_and_blue_books_5168590c	Red, White, and Blue Books	red white and blue books	"{""Red, White, and Blue Books"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_shipoopi_4f673943	Shipoopi	shipoopi	"{""Shipoopi"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sir_john_in_love_1b7a5ccf	Sir John in Love	sir john in love	"{""Sir John in Love"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_social_0dbe529c	Social	social	"{""Social"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_stings_cc826faf	Stings	stings	"{""Stings"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sylvan_wye_a03ffd31	Sylvan Wye	sylvan wye	"{""Sylvan Wye"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_applicant_8068fb32	The Applicant	the applicant	"{""The Applicant"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_art_of_the_fugue_b88b06f3	The Art of the Fugue	the art of the fugue	"{""The Art of the Fugue"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_beach_61197690	The Beach	the beach	"{""The Beach"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_contest_between_harmony_and_inventions_fd37655e	The Contest Between Harmony and Inventions	the contest between harmony and inventions	"{""The Contest Between Harmony and Inventions"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_dong_with_the_luminous_nose_cd8aa9f6	The Dong with the Luminous Nose	the dong with the luminous nose	"{""The Dong with the Luminous Nose"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_electric_kool_aid_acid_test_and_the_right_stuff_5a4778ce	The Electric Kool-Aid Acid Test and The Right Stuff	the electric kool aid acid test and the right stuff	"{""The Electric Kool-Aid Acid Test and The Right Stuff"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_library_64f7b5ea	The Library	the library	"{""The Library"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_modern_corporation_and_private_property_ce920a2b	The Modern Corporation and Private Property	the modern corporation and private property	"{""The Modern Corporation and Private Property"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_periodic_table_and_if_this_is_a_man_2b96a1e5	The Periodic Table and If This Is a Man	the periodic table and if this is a man	"{""The Periodic Table and If This Is a Man"":2,""The Periodic Table and If This is a Man"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_raid_d1e87bd1	The Raid	the raid	"{""The Raid"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_uber_coca_267d2979	Uber Coca	uber coca	"{""Uber Coca"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_word_dialogue_and_novel_4603a316	Word, Dialogue and Novel	word dialogue and novel	"{""Word, Dialogue and Novel"":7,""Word, Dialogue, and Novel"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_vision_d7b3a196	A Vision	a vision	"{""A Vision"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_adagio_9d61a8a9	Adagio	adagio	"{""Adagio"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_african_game_of_thrones_651bcd03	African (*)​ Game of Thrones	african game of thrones	"{""African (*) Game of Thrones"":2,""African (*)​ Game of Thrones"":2,""African Game of Thrones"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_after_the_deluge_5479d964	After the Deluge	after the deluge	"{""After the Deluge"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_all_stars_2883c85e	All-Stars	all stars	"{""All-Stars"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_american_power_and_the_new_mandarins_701027e4	American Power and the New Mandarins	american power and the new mandarins	"{""American Power and the New Mandarins"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_american_spelling_book_and_the_united_states_and_britain_8a9b0fb9	American Spelling Book and the United States and Britain	american spelling book and the united states and britain	"{""American Spelling Book and the United States and Britain"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_arbiter_31ae1b62	Arbiter	arbiter	"{""Arbiter"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_award_for_the_sea_around_us_89adab46	Award for The Sea Around Us	award for the sea around us	"{""Award for The Sea Around Us"":4,""Award for the Sea Around Us"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_babi_yar_and_leningrad_0aa23e07	Babi Yar and Leningrad	babi yar and leningrad	"{""Babi Yar and Leningrad"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_baker_60ab90e1	Baker	baker	"{""Baker"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_break_of_day_63529045	Break of Day	break of day	"{""Break of Day"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_bring_him_back_home_20430388	Bring Him Back Home	bring him back home	"{""Bring Him Back Home"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_catholic_diabolist_ebcc08ae	Catholic Diabolist	catholic diabolist	"{""Catholic Diabolist"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_come_and_gone_eec913a7	Come and Gone	come and gone	"{""Come and Gone"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_datta_dayadhvam_damyata_450beac5	Datta. Dayadhvam. Damyata	datta dayadhvam damyata	"{""Datta. Dayadhvam. Damyata"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_de_arte_combinatoria_595090e2	De Arte Combinatoria	de arte combinatoria	"{""De Arte Combinatoria"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_death_and_life_3cba9d37	Death and Life	death and life	"{""Death and Life"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_development_thesis_0b187df2	Development Thesis	development thesis	"{""Development Thesis"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dismissed_from_office_cf18a4e2	Dismissed from Office	dismissed from office	"{""Dismissed from Office"":4,""Dismissed From Office"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_ecce_puer_8e63e4b2	Ecce Puer	ecce puer	"{""Ecce Puer"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_fortran_c812b253	FORTRAN	fortran	"{""FORTRAN"":4,""Fortran"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_fatum_24a4b184	Fatum	fatum	"{""Fatum"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_gospel_of_greed_ab247e32	Gospel of Greed	gospel of greed	"{""Gospel of Greed"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_great_improvisation_91bb1ccc	Great Improvisation	great improvisation	"{""Great Improvisation"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_how_you_were_left_to_your_fate_c40b18f1	How You Were Left to Your Fate	how you were left to your fate	"{""How You Were Left to Your Fate"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_human_acts_and_the_vegetarian_4e19020a	Human Acts and The Vegetarian	human acts and the vegetarian	"{""Human Acts and The Vegetarian"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_hurry_kane_9b450c1e	Hurry Kane	hurry kane	"{""Hurry Kane"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_hymn_to_artemis_8f89b657	Hymn to Artemis	hymn to artemis	"{""Hymn to Artemis"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_interaction_fd60a1db	Interaction	interaction	"{""Interaction"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_introduction_and_allegro_9367b50d	Introduction and Allegro	introduction and allegro	"{""Introduction and Allegro"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_invective_against_7779e772	Invective Against	invective against	"{""Invective Against"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_it_out_herods_herod_pray_you_avoid_it_563dbf43	It Out-Herods Herod, Pray You Avoid It	it out herods herod pray you avoid it	"{""It Out-Herods Herod, Pray You Avoid It"":4,""It Out-Herods Herod. Pray You, Avoid It"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lilliputian_e1a4dc62	Lilliputian	lilliputian	"{""Lilliputian"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_list_of_the_lost_7b9b7486	List of the Lost	list of the lost	"{""List of the Lost"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_m_a_s_h_9bc9671f	M*A*S*H	m a s h	"{""M*A*S*H"":4,""M* A *S*H"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_meditations_on_first_philosophy_and_de_0723dcfd	Meditations on First Philosophy and de	meditations on first philosophy and de	"{""Meditations on First Philosophy and de"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_memorabilia_of_socrates_5d2290eb	Memorabilia of Socrates	memorabilia of socrates	"{""Memorabilia of Socrates"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_mistress_dita_89ec579a	Mistress Dita	mistress dita	"{""Mistress Dita"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_museum_of_non_objective_painting_86872c21	Museum of Non-Objective Painting	museum of non objective painting	"{""Museum of Non-Objective Painting"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_my_chekhov_30f704dd	My Chekhov	my chekhov	"{""My Chekhov"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_necessary_explanation_727484b4	Necessary Explanation	necessary explanation	"{""Necessary Explanation"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_night_shift_6b03dd11	Night Shift	night shift	"{""Night Shift"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_of_liars_2c298942	Of Liars	of liars	"{""Of Liars"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_open_veins_8423e9d3	Open Veins	open veins	"{""Open Veins"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_parallel_campaign_3532cbce	Parallel Campaign	parallel campaign	"{""Parallel Campaign"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_pioneers_o_pioneers_59f54117	Pioneers! O Pioneers	pioneers o pioneers	"{""Pioneers! O Pioneers"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_quasi_faust_856e0aaa	Quasi-Faust	quasi faust	"{""Quasi-Faust"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_ready_to_kill_6a4d7e7d	Ready to Kill	ready to kill	"{""Ready to Kill"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_revolt_of_the_whores_73ac2781	Revolt of the Whores	revolt of the whores	"{""Revolt of the Whores"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_rule_the_world_0c818142	Rule the World	rule the world	"{""Rule the World"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_saint_louis_blues_0e93a8d0	Saint Louis Blues	saint louis blues	"{""Saint Louis Blues"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_shamela_and_tom_jones_d7e66e8c	Shamela and Tom Jones	shamela and tom jones	"{""Shamela and Tom Jones"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_song_of_the_war_carts_1a2591cc	Song of the War Carts	song of the war carts	"{""Song of the War Carts"":4,""Song of the War-Carts"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sons_of_the_silent_age_149f3e1e	Sons of the Silent Age	sons of the silent age	"{""Sons of the Silent Age"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_st_joan_7d7bcc64	St. Joan	st joan	"{""St. Joan"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sweeties_6f506ce2	Sweeties	sweeties	"{""Sweeties"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_big_game_ec04fc6b	The Big Game	the big game	"{""The Big Game"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_blue_deer_efe4613e	The Blue Deer	the blue deer	"{""The Blue Deer"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_bone_clocks_and_cloud_atlas_dd2efedd	The Bone Clocks and Cloud Atlas	the bone clocks and cloud atlas	"{""The Bone Clocks and Cloud Atlas"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_branch_will_not_break_a8af2eb7	The Branch Will Not Break	the branch will not break	"{""The Branch Will Not Break"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_brothers_91b1e98e	The Brothers	the brothers	"{""The Brothers"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_civilization_of_the_renaissance_in_italy_1228d4c2	The Civilization of the Renaissance in Italy	the civilization of the renaissance in italy	"{""The Civilization of the Renaissance in Italy"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_corn_c874fc8a	The Corn	the corn	"{""The Corn"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_critic_and_the_rivals_2747331c	The Critic and The Rivals	the critic and the rivals	"{""The Critic and The Rivals"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_great_derangement_40d60260	The Great Derangement	the great derangement	"{""The Great Derangement"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_great_mahlke_35f206d1	The Great Mahlke	the great mahlke	"{""The Great Mahlke"":4,""The Great (*) Mahlke"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_hard_stool_a186d45a	The Hard Stool	the hard stool	"{""The Hard Stool"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_history_of_the_world_9b81058c	The History of the World	the history of the world	"{""The History of the World"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_importance_of_being_7b658291	The Importance of Being	the importance of being	"{""The Importance of Being"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_king_in_thule_856c6273	The King in Thule	the king in thule	"{""The King in Thule"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_last_and_best_of_the_peter_pans_89fac414	The Last and Best of the Peter Pans	the last and best of the peter pans	"{""The Last and Best of the Peter Pans"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_magic_island_f5b5182b	The Magic Island	the magic island	"{""The Magic Island"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_man_to_send_rain_clouds_ba4df76c	The Man To Send Rain Clouds	the man to send rain clouds	"{""The Man To Send Rain Clouds"":4,""The Man to Send Rain Clouds"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_name_the_nose_07482499	The Name, The Nose	the name the nose	"{""The Name, The Nose"":4,""The Name, the Nose"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_player_fd725e4c	The Player	the player	"{""The Player"":4,""the Player"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_royal_image_ce326b0b	The Royal Image	the royal image	"{""The Royal Image"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_ruins_5da20e1d	The Ruins	the ruins	"{""The Ruins"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_tale_of_the_three_apples_2b0c3419	The Tale of the Three Apples	the tale of the three apples	"{""The Tale of the Three Apples"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_thunder_48d361bd	The Thunder	the thunder	"{""The Thunder"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_two_nations_508d11e4	The Two Nations	the two nations	"{""The Two Nations"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_wood_pile_aad6c2e2	The Wood Pile	the wood pile	"{""The Wood Pile"":4,""The Wood-Pile"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_world_is_round_71d976ba	The World is Round	the world is round	"{""The World is Round"":4,""The World Is Round"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_thought_fox_f6b2c942	Thought-Fox	thought fox	"{""Thought-Fox"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_thoughts_about_the_person_from_porlock_b68b908b	Thoughts About the Person from Porlock	thoughts about the person from porlock	"{""Thoughts About the Person from Porlock"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_three_graces_aa1c130b	Three Graces	three graces	"{""Three Graces"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_ultor_88c96653	Ultor	ultor	"{""Ultor"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_underwoods_1b461ce3	Underwoods	underwoods	"{""Underwoods"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_undoing_cca66dff	Undoing	undoing	"{""Undoing"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_where_angels_fear_to_tread_and_howards_end_3f5ecfcf	Where Angels Fear to Tread and Howards End	where angels fear to tread and howards end	"{""Where Angels Fear to Tread and Howards End"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_windsor_castle_aa1db2cf	Windsor Castle	windsor castle	"{""Windsor Castle"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_you_know_who_81a30210	You Know Who	you know who	"{""You Know Who"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_citizen_3addb4a6	the Citizen	the citizen	"{""the Citizen"":3,""The Citizen"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_speckled_band_269f7da6	the Speckled Band	the speckled band	"{""the Speckled Band"":4,""The Speckled Band"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_ariel_de_542b598b	Ariel de	ariel de	"{""Ariel de"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_festival_of_lots_ffd29899	Festival of Lots	festival of lots	"{""Festival of Lots"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_perceptrons_b80522f7	Perceptrons	perceptrons	"{""Perceptrons"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_cop_and_the_anthem_and_the_gift_of_the_magi_88ee57e6	The Cop and the Anthem '' and “The Gift of the Magi	the cop and the anthem and the gift of the magi	"{""The Cop and the Anthem '' and “The Gift of the Magi"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_princess_of_the_tide_394a5e4c	The Princess of the Tide	the princess of the tide	"{""The Princess of the Tide"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_universal_matter_317e8485	Universal Matter	universal matter	"{""Universal Matter"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_actual_proof_3038835e	Actual Proof	actual proof	"{""Actual Proof"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_all_our_yesterdays_1204bd9b	All Our Yesterdays	all our yesterdays	"{""All Our Yesterdays"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_axe_handles_cb080a2c	Axe Handles	axe handles	"{""Axe Handles"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_bringing_cae7e883	Bringing	bringing	"{""Bringing"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dolphin_dance_df293360	Dolphin Dance	dolphin dance	"{""Dolphin Dance"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_etymologiae_423c8e81	Etymologiae	etymologiae	"{""Etymologiae"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_fortunes_and_misfortunes_904ed435	Fortunes and Misfortunes	fortunes and misfortunes	"{""Fortunes and Misfortunes"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_money_as_a_weapons_system_5292b8a8	Money as a Weapons System	money as a weapons system	"{""Money as a Weapons System"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_mr_bluemound_866ce0a1	Mr. Bluemound	mr bluemound	"{""Mr. Bluemound"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_nostalgia_a67edc88	Nostalgia	nostalgia	"{""Nostalgia"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_operation_scooby_82d5df91	Operation Scooby	operation scooby	"{""Operation Scooby"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_promiscuities_7d64ce16	Promiscuities	promiscuities	"{""Promiscuities"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_queer_phenomenology_and_the_cultural_politics_of_emotion_a93ac61d	Queer Phenomenology and The Cultural Politics of Emotion	queer phenomenology and the cultural politics of emotion	"{""Queer Phenomenology and The Cultural Politics of Emotion"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_solenoid_370d1e3f	Solenoid	solenoid	"{""Solenoid"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_isles_of_greece_518e7e82	The Isles of Greece	the isles of greece	"{""The Isles of Greece"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_origins_of_political_order_0201634f	The Origins of Political Order	the origins of political order	"{""The Origins of Political Order"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_secret_agent_and_nostromo_bf1718a2	The Secret Agent and Nostromo	the secret agent and nostromo	"{""The Secret Agent and Nostromo"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_who_goes_nazi_52301a29	Who Goes Nazi	who goes nazi	"{""Who Goes Nazi"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_doon_f144e813	Doon	doon	"{""Doon"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lick_my_love_pump_written_3da2713c	Lick My Love Pump Written	lick my love pump written	"{""Lick My Love Pump Written"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_october_manifesto_ce5b9974	October Manifesto	october manifesto	"{""October Manifesto"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_family_chronicle_4f90cbce	A Family Chronicle	a family chronicle	"{""A Family Chronicle"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_primer_of_the_daily_round_10083902	A Primer of the Daily Round	a primer of the daily round	"{""A Primer of the Daily Round"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_arson_plus_c93a6cea	Arson Plus	arson plus	"{""Arson Plus"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_canzonetta_62e8f029	Canzonetta	canzonetta	"{""Canzonetta"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_come_d88d473b	Come	come	"{""Come"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_port_royal_logic_16d350d5	Port-Royal Logic	port royal logic	"{""Port-Royal Logic"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_prairie_c4fe8b56	Prairie	prairie	"{""Prairie"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
