candidate_id	canonical_title	rejection_reason	base_rejection_reason	total_question_count	answerline_question_count	clue_mention_question_count	distinct_set_count	source_counts_json	form_counts_json	answerline_form_counts_json	track_counts_json	literary_signal_count	non_literary_signal_count	adjudication_decision	adjudication_reason	example_snippet
qb_lit_a_sea_symphony_28f0c7a5	A Sea Symphony	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""poem"":4}"	{}	"{""literature"":1,""other_academic"":2}"	5	11	""	""	“Passage to India” and other poems by Walt Whitman as its text, and is called “A Sea Symphony.” Bernstein’s symphony of this number has a “Lamentation” third movement and tells the story of Jeremiah. Mahler’s symphony o
qb_lit_african_mahler_8fa7bfbf	African Mahler	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""trilogy"":1,""unknown"":3}"	{}	"{""other_academic"":3}"	1	2	""	""	"r of The Death of Minnehaha and Hiawatha's Wedding Feast, sometimes called the ""African Mahler."""
qb_lit_cantiones_sacrae_503533b1	Cantiones Sacrae	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""collection"":2,""unknown"":2}"	{}	"{""geography"":1,""other_academic"":2}"	0	4	""	""	[10] Tallis was Catholic, as was this student with whom Tallis wrote the Cantiones Sacrae. This composer also wrote a collection of keyboard music called My Ladye Nevell’s Booke.
qb_lit_closed_doors_or_the_great_drumsheugh_case_30790a3b	Closed Doors, or The Great Drumsheugh Case	rejected_history_journalism_not_literature	accepted_likely_work	4	0	4	3	"{""clue_derived_seed_clue_mention"":4,""quoted_lit_context"":4}"	"{""clue_derived_seed"":4,""drama"":2,""essay"":2}"	{}	"{""other_academic"":8}"	15	0	reject	source_case_not_literary_work	21.This drama was based on an actual case detailed in “Closed Doors, or The Great Drumsheugh Case.” For 10 points each: [10] Name this play in which Mary Tilford accuses the owners of her boarding school of having a lesb
qb_lit_easy_pieces_add0c3f6	Easy Pieces	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""collection"":1,""epic"":2,""unknown"":1}"	{}	"{""other_academic"":3}"	1	2	""	""	“Träumerei” is the seventh piece in this Schumann collection originally titled “Easy Pieces.” The first piece in this collection is “Of Foreign Lands and Peoples,” and the last is “The Poet Speaks.”
qb_lit_essays_before_a_sonata_4b36ae18	Essays Before a Sonata	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":2,""typed_title"":2}"	"{""book"":2,""essay"":2}"	{}	"{""fine_arts"":1,""literature"":2,""other_academic"":1}"	0	12	""	""	5. The book Essays Before a Sonata says that, if this author were a composer, he would not have Debussy’s “fondness for trying to blow a sensuous atmosphere from his own voluptuous cheeks.” For 10 points each: [10] Name
qb_lit_first_principles_1d5cca4e	First Principles	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""unknown"":4}"	{}	"{""philosophy"":1,""social_science"":3}"	0	3	""	""	taphysical, and scientific- industrial. For 10 points, identify this author of First Principles, the founder of positivism.
qb_lit_how_do_you_do_21607cbe	How Do You Do	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""unknown"":2,""work"":2}"	{}	"{""fine_arts"":1,""other_academic"":2}"	0	3	""	""	"ated to Grand Duke Paul of Russia that includes pieces such as ""The Birds"" and ""How Do You Do?"" and one finale contains various pauses to confuse the audience, titled ""The Joke."" One of his works contains the ""Ewiger, ma"
qb_lit_inextinguishable_32cf6a85	Inextinguishable	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""unknown"":3,""work"":1}"	{}	"{""other_academic"":2}"	0	7	""	""	n’s symphony of this number features sets of warring timpani and is called the “Inextinguishable”. For 10 points, identify this number of the Beethoven symphony which followed the Eroica.
qb_lit_internet_symphony_no_1e2db085	Internet Symphony No	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""unknown"":4}"	{}	"{""other_academic"":3}"	0	8	""	""	concerto subtitled “The Fire,” which he dedicated to Lang Lang. This man wrote Internet Symphony No. 1 and the score for Crouching Tiger, Hidden Dragon.
qb_lit_jacques_the_fatalist_and_rameaus_nephew_42be1ab9	Jacques the Fatalist and Rameau's Nephew	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""unknown"":2,""work"":2}"	{}	"{""literature"":3}"	0	3	""	""	mposer of Treatise on Harmony. For 10 points, name this Enlightenment author of Jacques the Fatalist and Rameau's Nephew, the primary editor of the Encyclopedia.
qb_lit_james_agee_684544a0	James Agee	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""poem"":1,""unknown"":2,""work"":1}"	{}	"{""fine_arts"":1,""other_academic"":2}"	3	7	""	""	y “Prometheus Unbound” to write Music for a Scene from Shelley and he adapted a James Agee piece for Knoxville: Summer of 1915. This composer of the opera Vanessa rearranged the second movement of his String Quartet No.
qb_lit_konzertst_9515f566	Konzertst	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""unknown"":4}"	{}	"{""fine_arts"":2,""other_academic"":1}"	1	4	""	""	ne of them has a solo that sounds like the Westminster Chimes. Schumann wrote a Konzertstück for four of these instruments and orchestra. A pair of them enters in the second bar of Brahms’s second symphony. The openings
qb_lit_lacrymosa_96f6d45c	Lacrymosa	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""work"":4}"	{}	"{""fine_arts"":1,""other_academic"":2}"	0	5	""	""	17. Only the first eight bars of this work’s “Lacrymosa” section were written by its composer. For 10 points each: [10] Name this mass which was completed by copyist Franz Sussmayr upon the death of its original Austrian
qb_lit_nicomachean_ethics_and_metaphysics_00c7fbcc	Nicomachean Ethics and Metaphysics	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""book"":2,""drama"":1,""work"":1}"	{}	"{""other_academic"":1,""philosophy"":2}"	0	2	""	""	work he reconciles the real world with his teacher’s Theory of Forms. He wrote Nicomachean Ethics and Metaphysics. For 10 points, name this Peripatetic Greek philosopher taught by Plato.
qb_lit_organ_1c5ce0db	Organ	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""poem"":2,""unknown"":1,""work"":1}"	{}	"{""fine_arts"":1,""other_academic"":3}"	0	8	""	""	“Symphony of Sorrowful Songs,” while Camille Saint-Saens’ is commonly known as “Organ.” The best-known work of this number was completed in 1804 and was initially composed “In Memory of a Great Man.” FTP, give the comm
qb_lit_pastoral_symphony_d6a3a3e5	Pastoral Symphony	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":2,""quoted_lit_context"":1,""typed_title"":1}"	"{""novel"":1,""unknown"":2,""work"":1}"	{}	"{""fine_arts"":2,""other_academic"":2}"	2	5	""	""	1. For 5 points, who composed the Pastoral Symphony?
qb_lit_romeo_eac85f77	Romeo	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":2,""quoted_lit_context"":1,""typed_title"":1}"	"{""play"":1,""story"":1,""unknown"":2}"	{}	"{""fine_arts"":1,""other_academic"":2}"	2	4	""	""	[10] This Russian composer of Peter and the Wolf also wrote a Romeo & Juliet ballet and the Lieutenant Kije suite.
qb_lit_the_dial_12541e56	The Dial	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":1,""quoted_lit_context"":3}"	"{""poem"":1,""unknown"":1,""work"":2}"	{}	"{""literature"":3}"	0	2	""	""	eory of history described in the philosophical text A Vision. First printed in “The Dial,” it references a blood-dimmed tide which drowns a ceremony of innocence, a lion’s (*) body with the head of a man, and a rough bea
qb_lit_the_herd_3fac6dd1	The Herd	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""lyric"":1,""play"":1,""unknown"":2}"	{}	"{""fine_arts"":2,""other_academic"":1}"	1	3	""	""	e Dance” was covered by this jazz clarinetist, whose various bands were called “The Herd.” This man composed “Woodchopper’s Ball” and Igor Stravinsky wrote his “Ebony Concerto” for this man’s band.
qb_lit_the_price_of_inequality_f6e0097a	The Price of Inequality	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""typed_title"":4}"	"{""book"":4}"	{}	"{""other_academic"":3}"	0	2	""	""	[10] Which American economist wrote the 2012 book The Price of Inequality: How Today’s Divided Society Endangers Our Future?
qb_lit_the_sybil_of_the_rhine_c5fd3649	The Sybil of the Rhine	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""book"":2,""unknown"":2}"	{}	"{""other_academic"":3}"	0	2	""	""	entitled Scivias. SFTP identify this 12th century mystic and composer known as “The Sybil of the Rhine.”
qb_lit_the_third_wave_540515ce	The Third Wave	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":1,""typed_title"":3}"	"{""book"":3,""unknown"":1}"	{}	"{""other_academic"":2,""pop_culture"":1}"	0	2	""	""	"and attempted to explain ""democratization in the late 20th century"" in his book The Third Wave. He argued that cultural and economic differences will continue to bring countries into conflict in his response to Fukuyama’"
qb_lit_the_treachery_of_images_c2fafadb	The Treachery of Images	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""byline_title"":2,""typed_title"":2}"	"{""epic"":2,""work"":2}"	{}	"{""fine_arts"":1,""other_academic"":2}"	0	3	""	""	nter who said he would have been lying if he wrote “This is a pipe” on his work The Treachery of Images.
qb_lit_dialektik_der_aufklarung_b4d5e341	Dialektik der Aufklärung	rejected_non_literary_context	accepted_likely_work	4	4	0	2	"{""raw_answerline_work_prompt"":4}"	"{""book"":1,""work"":3}"	"{""book"":1,""work"":3}"	"{""other_academic"":2}"	7	0	reject	philosophy_social_theory_domain	21.This book analyzes the demonization of the Catholic Church by Marquis de Sade character’s Juliette in the second of two sections called “excursus.” For 10 points each: [10] Name this book which prefigures Marshall McL
qb_lit_pastoral_symphony_or_symphony_no_6_in_f_major_op_68_a7dd8f62	Pastoral Symphony or Symphony No. 6 in F Major, Op. 68	rejected_non_literary_music	accepted_likely_work	4	4	0	2	"{""raw_answerline_work_prompt"":4}"	"{""work"":4}"	"{""work"":4}"	"{""other_academic"":1}"	4	4	reject	non_literary_music	Fine Arts: Name the Work. This 1808 musical composition describes the cheerful feelings of being in the country, a scene by a brook, a merry gathering of peasants, a thunderstorm, and a shepherd’s song after the storm.
qb_lit_songs_without_words_or_lieder_ohne_worte_00514917	Songs Without Words or Lieder Ohne Worte	rejected_non_literary_music	accepted_likely_work	4	4	0	2	"{""raw_answerline_work_prompt"":4}"	"{""collection"":4}"	"{""collection"":4}"	"{""other_academic"":1}"	4	4	reject	non_literary_music	"9. Composer Felix Mendelssohn-Bartholdy wrote many short piano compositions, or character pieces, then he published them in three volumes. Some of the most famous pieces in this collection are ""The Spinning Song,"" ""The"
qb_lit_an_episode_in_the_life_of_an_artist_61c05c0e	An Episode in the Life of an Artist	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""ode"":1,""work"":3}"	{}	"{""fine_arts"":3}"	0	6	""	""	"k for viola entitled Harold in Italy. His most famous composition is subtitled ""An Episode in the Life of an Artist"" and includes the movement ""March to the Scaffold."" FTP name this French composer of Symphonie Fantastiq"
qb_lit_angel_of_music_28e522b2	Angel of Music	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""novel"":2,""unknown"":1,""work"":1}"	{}	"{""fine_arts"":2,""other_academic"":2}"	4	5	""	""	mphant. The title character of this musical sings “The Music of the Night” and “Angel of Music” in his attempts to woo the reluctant Christine Daaé (DAH-ay). This musical is based on a novel by Gaston Leroux (luh-ROO). F
qb_lit_excursions_0f11acc9	Excursions	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":2,""typed_title"":2}"	"{""book"":2,""collection"":2}"	{}	"{""fine_arts"":1,""literature"":2}"	0	4	""	""	written for the 25th anniversary of the League of Composers and the collection Excursions. This composer experimented with atonality in Medea’s Meditation and Dance of Vengeance and the one-movement cantata Prayers of
qb_lit_mein_herr_marquis_1e6880f4	Mein Herr Marquis	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""essay"":3,""work"":1}"	{}	"{""fine_arts"":1,""other_academic"":1}"	5	6	""	""	"agel wrote a 1974 essay entitled ""What Is it Like to Be"" this animal. The aria ""Mein Herr Marquis"" is featured in an opera by Johann Strauss the Younger that is named for this type of animal. Belonging to the order Chiro"
qb_lit_sir_john_in_love_1b7a5ccf	Sir John in Love	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""work"":4}"	{}	"{""fine_arts"":1,""other_academic"":1}"	0	2	""	""	"30. Born in England in 1872, he wrote five operas. His two best-known are ""Sir John in Love"", based on Shakespeare's Falstaff, and ""The Pilgrim's Progress"", based on John Bunyan's work. For ten points, name this English"
qb_lit_the_art_of_the_fugue_b88b06f3	The Art of the Fugue	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":3,""byline_title"":1}"	"{""book"":2,""play"":1,""unknown"":1}"	{}	"{""fine_arts"":2,""other_academic"":1}"	1	3	""	""	es in every key. For 10 points, name this German Baroque composer who wrote the The Art of the Fugue, Brandenburg Concertos, and The Well-Tempered Clavier.
qb_lit_the_contest_between_harmony_and_inventions_fd37655e	The Contest Between Harmony and Inventions	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""collection"":1,""work"":3}"	{}	"{""fine_arts"":2}"	0	3	""	""	ed La Cetra for Charles VI, though he may be more famous for a work taken from “The Contest Between Harmony and Inventions” whose first section describes a goatherd sleeping in a meadow and whose fourth mentions snow. Fo
qb_lit_adagio_9d61a8a9	Adagio	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""author_verb_title"":4,""quoted_lit_context"":1}"	"{""ballad"":1,""unknown"":4}"	{}	"{""other_academic"":2}"	0	17	""	""	"ikhod. One of his pieces had movements originally titled ""Prelude"", ""Ballade"", ""Adagio"", and ""Finale"", but on a student's suggestion he gave them such programmatic names as the ""The Kalendar Prince"". This composer wrote"
qb_lit_babi_yar_and_leningrad_0aa23e07	Babi Yar and Leningrad	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""author_verb_title"":5}"	"{""novel"":1,""unknown"":4}"	{}	"{""fine_arts"":2}"	1	10	""	""	rumpet due to the solo trumpet’s prominent role. This Soviet composer wrote the Babi Yar and Leningrad symphonies.
qb_lit_bring_him_back_home_20430388	Bring Him Back Home	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""unknown"":5}"	{}	"{""geography"":2,""other_academic"":1}"	0	2	""	""	"er wants to see its subject (*) ""walking down the street"" with his wife titled ""Bring Him Back Home."" That musician from this country released an album called You Told Your Mama that includes a song that states ""Benikhup"
qb_lit_development_thesis_0b187df2	Development Thesis	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""book"":4,""work"":1}"	{}	"{""philosophy"":3}"	0	4	""	""	ook about this philosopher divides his core idea into a “Primacy Thesis” and a “Development Thesis,” and argues that that idea attempts to provide “functional explanations.” That book about this thinker led to the creati
qb_lit_fatum_24a4b184	Fatum	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":2,""typed_title"":3}"	"{""poem"":2,""work"":3}"	{}	"{""other_academic"":2}"	2	17	""	""	This man was the dedicatee and first conductor of Tchaikovsky’s symphonic poem “Fatum.” The second movement of his second symphony is played close to the fast tempo of the first movement and begins with a snare drum roll
qb_lit_interaction_fd60a1db	Interaction	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""unknown"":3,""work"":2}"	{}	"{""other_academic"":2,""philosophy"":1}"	0	3	""	""	roblem,” which has generated misguided types of inquiry labeled “Self-Action,” “Interaction,” and “Transaction.” In addition to that work Knowing and the Known, this social activist was one of the original co-signers of
qb_lit_introduction_and_allegro_9367b50d	Introduction and Allegro	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""author_verb_title"":5}"	"{""unknown"":4,""work"":1}"	{}	"{""fine_arts"":1,""other_academic"":1}"	0	6	""	""	times before resolving to G major. This composer disavowed his hastily-written Introduction and Allegro, which was commissioned to showcase the Érard company’s new harp. Liszt’s Années de pèlerinage [“ah-NAY de pell-ree
qb_lit_meditations_on_first_philosophy_and_de_0723dcfd	Meditations on First Philosophy and de	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""author_verb_title"":5}"	"{""unknown"":5}"	{}	"{""other_academic"":1,""philosophy"":1}"	0	5	""	""	ker’s mind-body dualism. For 10 points, name this French philosopher, who wrote Meditations on First Philosophy and declared, “I think, therefore I am.”
qb_lit_museum_of_non_objective_painting_86872c21	Museum of Non-Objective Painting	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""collection"":5}"	{}	"{""other_academic"":3}"	0	5	""	""	"n Rebay organized the collection of another member of this family into the (*) ""Museum of Non-Objective Painting."" That collection is in an ""inverted ziggurat"" shaped building named for this family on East 89th Street wh"
qb_lit_quasi_faust_856e0aaa	Quasi-Faust	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""epic"":4,""work"":1}"	{}	"{""other_academic"":2}"	4	13	""	""	precedes ones titled (*) “A Happy Household” and “Prometheus Bound”, is titled “Quasi-Faust.” His epic piano pieces include a Symphony and Concerto for Solo Piano as well as a sonata with movements that depict different
qb_lit_sons_of_the_silent_age_149f3e1e	Sons of the Silent Age	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""poem"":1,""story"":4}"	{}	"{""fine_arts"":1,""other_academic"":2}"	1	10	""	""	retto for a chamber opera in his work In the Penal Colony. “V2 Schneider” and “Sons of the Silent Age” are movements in one symphony by this man, while “The Corn”, “The Hikuri” and “The Blue Deer” movements make up anot
qb_lit_the_blue_deer_efe4613e	The Blue Deer	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""unknown"":4,""work"":1}"	{}	"{""other_academic"":3}"	0	20	""	""	are movements in one symphony by this man, while “The Corn”, “The Hikuri” and “The Blue Deer” movements make up another symphony. This composer of symphonies entitled Heroes and Toltec wrote a chamber opera about a cha
qb_lit_the_corn_c874fc8a	The Corn	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""unknown"":4,""work"":1}"	{}	"{""other_academic"":3}"	0	16	""	""	and “Sons of the Silent Age” are movements in one symphony by this man, while “The Corn”, “The Hikuri” and “The Blue Deer” movements make up another symphony. This composer of symphonies entitled Heroes and Toltec wrot
qb_lit_the_ruins_5da20e1d	The Ruins	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""poem"":1,""unknown"":4}"	{}	"{""geography"":1,""other_academic"":2}"	1	4	""	""	"anguage that states ""Oh love, don't ask where love has gone"" and is titled (*) ""The Ruins."" A singer nicknamed ""The Dark-Skinned Nightingale"" became famous for performing songs in this language like ""Ahwak."" The opera An"
qb_lit_the_world_is_round_71d976ba	The World is Round	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""quoted_lit_context"":5}"	"{""poem"":1,""work"":4}"	{}	"{""fine_arts"":3}"	1	9	""	""	cond movement consists entirely of overlapping voices quoting Gertrude Stein’s “The World is Round”. This composer of Living Room Music wrote a work whose score consists of six transparent squares that can be combined i
qb_lit_second_symphony_621d104c	Second Symphony	rejected_non_literary_context	rejected_non_literary_context	3	2	1	2	"{""author_verb_title"":1,""raw_answerline_work_prompt"":2}"	"{""work"":3}"	"{""work"":2}"	"{""other_academic"":2}"	2	3	""	""	"9. This work follows Musatov, who is obsessed with a woman he described as the ""fairy-tale,"" since she symbolizes the coming apocalypse. For 10 points each: [10] Name this work by Andrei Bely with a musically-inspired ti"
qb_lit_canzonetta_62e8f029	Canzonetta	rejected_non_literary_context	rejected_non_literary_context	5	0	5	3	"{""quoted_lit_context"":5}"	"{""work"":5}"	{}	"{""fine_arts"":2,""other_academic"":1}"	0	9	""	""	en’s work of this type begins with four timpani blows, and Tchaikovsky’s has a “Canzonetta” second movement.
qb_lit_port_royal_logic_16d350d5	Port-Royal Logic	rejected_non_literary_context	rejected_non_literary_context	5	0	5	3	"{""author_verb_title"":5}"	"{""unknown"":4,""work"":1}"	{}	"{""other_academic"":5}"	0	4	""	""	orality. Two members of this sect, Pierre Nicole and Antoine Arnauld, wrote the Port-Royal Logic. This sect’s namesake and founder wrote the work Augustinus. One adherent of this heresy condemned the lax morality of the
qb_lit_being_in_the_world_0c0ea3ee	Being-in-the-World	rejected_non_literary_context	rejected_non_literary_context	5	0	5	2	"{""typed_title"":5}"	"{""book"":5}"	{}	"{""other_academic"":2}"	0	5	""	""	IDE-uh-ger”), which is often given a portmanteau name, is contained in his book Being-in-the-World. This philosopher drew on Heidegger to critique the “good old-fashioned” approach to a certain field, arguing that its fo
qb_lit_back_to_africa_896c3457	Back to Africa	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""book"":1,""work"":3}"	{}	"{""literature"":1,""pop_culture"":1}"	0	4	""	""	"titled ""welcoming committee"" in this work, in which Joseph Asagai embraces the ""Back to Africa"" movement. Members of the central family include the college educated Beneatha, and her brother, Walter. Taking its title fro"
qb_lit_empress_of_the_world_37a6d7ac	Empress of the World	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""work"":4}"	{}	"{""fine_arts"":1,""other_academic"":2}"	1	4	""	""	es Everywhere.” This work begins and ends with a hymn addressing a goddess as “Empress of the World.” In this work, the aria “Olim lacus colueram” is sung by a tenor falsetto voice to represent a (*) roasting swan. This
qb_lit_fountain_4620ade6	Fountain	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""epic"":3,""work"":1}"	{}	"{""geography"":1,""other_academic"":2}"	1	3	""	""	cewith“R.Mutt”writtenonthesidebyMarcelDuchampistitled“Fountain”.For10points,Andres SerranodepictedacrucifixsubmergedinwhatsubstanceinhisphotographPissChrist?
qb_lit_kings_of_the_hill_how_nine_powerful_men_changed_the_course_o_c407c35e	Kings of the Hill: How Nine Powerful Men Changed the Course of American History	rejected_non_literary_context	accepted_likely_work	4	0	4	3	"{""clue_derived_seed_clue_mention"":4,""quoted_lit_context"":4}"	"{""clue_derived_seed"":4,""novel"":4}"	{}	"{""other_academic"":8}"	4	0	reject	history_domain_not_literature	Executive Privilege” also had underwhelming sales. With her husband, she wrote “Kings of the Hill: How Nine Powerful Men Changed the Course of American History.” This senior fellow at the American Enterprise Institute, a
qb_lit_euridice_e7ba1537	Euridice	rejected_non_literary_context	rejected_non_literary_context	6	0	6	3	"{""author_verb_title"":6}"	"{""drama"":2,""unknown"":2,""work"":2}"	{}	"{""other_academic"":3}"	2	12	""	""	Bonus 3: This man wrote Euridice, the oldest opera to have survived to the present day. He also wrote Dafne, the first true opera, but it did not survive.
qb_lit_fantasia_on_greensleeves_cf91c289	Fantasia on Greensleeves	rejected_non_literary_context	rejected_non_literary_context	5	0	5	3	"{""author_verb_title"":5}"	"{""unknown"":3,""work"":2}"	{}	"{""fine_arts"":3}"	0	3	""	""	ntasia on a Theme of Thomas Tallis, this composer of The Lark Ascending wrote a Fantasia on Greensleeves.
qb_lit_history_of_england_from_the_accession_of_james_ii_d0c9e643	History of England from the Accession of James II	rejected_non_literary_context	accepted_likely_work	5	0	5	3	"{""author_verb_title"":5,""clue_derived_seed_clue_mention"":5}"	"{""clue_derived_seed"":5,""ode"":2,""story"":3}"	{}	"{""other_academic"":6}"	4	0	reject	history_domain_not_literature	[10] Butterfield does not specifically criticize this Whiggish author of the History of England from the Accession of James II. This author ascribed the success of the North American colonies as against Latin America to
qb_lit_medicine_for_hypochondriacs_8edfef8d	Medicine for Hypochondriacs	rejected_quizbowl_parser_artifact	accepted_likely_work	5	0	5	3	"{""clue_derived_seed_clue_mention"":5,""quoted_lit_context"":5}"	"{""clue_derived_seed"":5,""play"":5}"	{}	"{""other_academic"":4}"	10	0	reject	quizbowl_game_or_packet_artifact	2. It’s time to play “Medicine for Hypochondriacs!” 10 points each, given some scary medical talk, identify the normally non-life‑threatening condition you have.
qb_lit_the_skeptical_chymist_f17382f8	The Skeptical Chymist	rejected_non_literary_context	rejected_non_literary_context	5	0	5	3	"{""author_verb_title"":5}"	"{""unknown"":5}"	{}	"{""science"":3}"	0	2	""	""	nts each: [10] Identify this law from chemistry named for the English author of The Skeptical Chymist.
qb_lit_a_book_for_free_spirits_8e8a7740	A Book for Free Spirits	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""book"":3,""work"":1}"	{}	"{""other_academic"":3,""philosophy"":1}"	0	2	""	""	13. One work by this author, subtitled “A Book for Free Spirits,” includes an opening section noting it was begun at the Bayreuth festival of music. Human, All Too Human precedes a work by this author that includes a pas
qb_lit_a_time_for_choosing_3c80c3e2	A Time for Choosing	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""book"":3,""essay"":1}"	{}	"{""history"":1,""other_academic"":2}"	1	2	""	""	ritten by William F. Buckley’s brother-in-law. He was backed in the speech (*) “A Time for Choosing” by Ronald Reagan. The phrase “In your guts you know he’s nuts” parodied this politician’s slogan in an election in whic
qb_lit_a_world_of_pure_experience_27c28649	A World of Pure Experience	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""essay"":4}"	{}	"{""philosophy"":3}"	0	2	""	""	ed his idea of “pure experience” from this American philosopher, who discussed “A World of Pure Experience” in his Essays in Radical Empiricism and argued that belief in religion was a forced, momentous choice in another
qb_lit_bringer_of_peace_bda68a37	Bringer of Peace	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""quoted_lit_context"":4}"	"{""work"":4}"	{}	"{""fine_arts"":1,""other_academic"":1}"	0	4	""	""	"oints each: [10] Name this work in which is followed by a movement featuring a ""Bringer of Peace."""
qb_lit_das_lied_von_de_bff4b744	Das Lied von de	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""unknown"":4}"	{}	"{""fine_arts"":3}"	0	6	""	""	[10] This Germanic composer wrote Das Lied von der Erde, as well as symphonies nicknamed Titan and Resurrection.
qb_lit_dialogues_of_the_carmelites_b40b6125	Dialogues of the Carmelites	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":4}"	"{""unknown"":4}"	{}	"{""fine_arts"":3,""pop_culture"":1}"	0	2	""	""	guillotined. For 10 points, name this member of Les Six (“lay SEESE”) who wrote Dialogues of the Carmelites.
qb_lit_eisenhower_52357ffc	Eisenhower	rejected_non_literary_context	rejected_non_literary_context	4	0	4	3	"{""author_verb_title"":3,""quoted_lit_context"":1}"	"{""book"":2,""unknown"":1,""work"":1}"	{}	"{""other_academic"":2,""social_science"":1}"	0	2	""	""	chronicled in Band of Brothers, a book by this historian. This historian wrote Eisenhower’s official biography and a three-volume biography on Nixon.
