creator_id	creator_display	normalized_name	name_variants	life_dates	culture_or_tradition	notes
creator_01480	Daniachew Worku	daniachew worku	""	""	""	Bootstrapped from incumbent path
creator_01481	Mahasweta Devi	mahasweta devi	""	""	""	Bootstrapped from incumbent path
creator_01482	Augusto Roa Bastos	augusto roa bastos	""	""	""	Bootstrapped from incumbent path
creator_01483	Simin Behbahani	simin behbahani	""	""	""	Bootstrapped from incumbent path
creator_01484	Bhisham Sahni	bhisham sahni	""	""	""	Bootstrapped from incumbent path
creator_01485	Joe Haldeman	joe haldeman	""	""	""	Bootstrapped from incumbent path
creator_01486	Leonora Carrington	leonora carrington	""	""	""	Bootstrapped from incumbent path
creator_01487	Emile Habibi	emile habibi	""	""	""	Bootstrapped from incumbent path
creator_01488	James Welch	james welch	""	""	""	Bootstrapped from incumbent path
creator_01489	Stephen King	stephen king	""	""	""	Bootstrapped from incumbent path
creator_01490	Elsa Morante	elsa morante	""	""	""	Bootstrapped from incumbent path
creator_01491	David Mamet	david mamet	""	""	""	Bootstrapped from incumbent path
creator_01492	Raduan Nassar	raduan nassar	""	""	""	Bootstrapped from incumbent path
creator_01493	Samuel R. Delany	samuel r delany	""	""	""	Bootstrapped from incumbent path
creator_01494	Imre Kertesz	imre kertesz	""	""	""	Bootstrapped from incumbent path
creator_01495	Robert J. Merritt	robert j merritt	""	""	""	Bootstrapped from incumbent path
creator_01496	Joanna Russ	joanna russ	""	""	""	Bootstrapped from incumbent path
creator_01497	Efua Sutherland	efua sutherland	""	""	""	Bootstrapped from incumbent path
creator_01498	Natalie Babbitt	natalie babbitt	""	""	""	Bootstrapped from incumbent path
creator_01499	Nawal El Saadawi	nawal el saadawi	""	""	""	Bootstrapped from incumbent path
creator_01500	Edith Sodergran	edith sodergran	""	""	""	Bootstrapped from incumbent path
creator_01501	Thomas Bernhard	thomas bernhard	""	""	""	Bootstrapped from incumbent path
creator_01502	Lalithambika Antharjanam	lalithambika antharjanam	""	""	""	Bootstrapped from incumbent path
creator_01503	Ghada al-Samman	ghada al samman	""	""	""	Bootstrapped from incumbent path
creator_01504	Ntozake Shange	ntozake shange	""	""	""	Bootstrapped from incumbent path
creator_01505	Micere Githae Mugo	micere githae mugo	""	""	""	Bootstrapped from incumbent path
creator_01506	Anne Rice	anne rice	""	""	""	Bootstrapped from incumbent path
creator_01507	Manuel Puig	manuel puig	""	""	""	Bootstrapped from incumbent path
creator_01508	Mildred D. Taylor	mildred d taylor	""	""	""	Bootstrapped from incumbent path
creator_01509	Maxine Hong Kingston	maxine hong kingston	""	""	""	Bootstrapped from incumbent path
creator_01510	Sahar Khalifeh	sahar khalifeh	""	""	""	Bootstrapped from incumbent path
creator_01511	Marge Piercy	marge piercy	""	""	""	Bootstrapped from incumbent path
creator_01512	Michael Ondaatje	michael ondaatje	""	""	""	Bootstrapped from incumbent path
creator_01513	Francis D. Imbuga	francis d imbuga	""	""	""	Bootstrapped from incumbent path
creator_01514	Kampoon Boontawee	kampoon boontawee	""	""	""	Bootstrapped from incumbent path
creator_01515	Katherine Paterson	katherine paterson	""	""	""	Bootstrapped from incumbent path
creator_01516	Leslie Marmon Silko	leslie marmon silko	""	""	""	Bootstrapped from incumbent path
creator_01517	Frederik Pohl	frederik pohl	""	""	""	Bootstrapped from incumbent path
creator_01518	Ngugi wa Thiong'o and Ngugi wa Mirii	ngugi wa thiongo and ngugi wa mirii	""	""	""	Bootstrapped from incumbent path
creator_01519	Domitila Barrios de Chungara and Moema Viezzer	domitila barrios de chungara and moema viezzer	""	""	""	Bootstrapped from incumbent path
creator_01520	Robert Coover	robert coover	""	""	""	Bootstrapped from incumbent path
creator_01521	J. R. R. Tolkien and Christopher Tolkien	j r r tolkien and christopher tolkien	""	""	""	Bootstrapped from incumbent path
creator_01522	Will Eisner	will eisner	""	""	""	Bootstrapped from incumbent path
creator_01523	Daya Pawar	daya pawar	""	""	""	Bootstrapped from incumbent path
creator_01524	Gerald Vizenor	gerald vizenor	""	""	""	Bootstrapped from incumbent path
creator_01525	Sam Shepard	sam shepard	""	""	""	Bootstrapped from incumbent path
creator_01526	Jabra Ibrahim Jabra	jabra ibrahim jabra	""	""	""	Bootstrapped from incumbent path
creator_01527	Mahmoud Dowlatabadi	mahmoud dowlatabadi	""	""	""	Bootstrapped from incumbent path
creator_01528	Mini Aodla Freeman	mini aodla freeman	""	""	""	Bootstrapped from incumbent path
creator_01529	Patricia Grace	patricia grace	""	""	""	Bootstrapped from incumbent path
creator_01530	Etel Adnan	etel adnan	""	""	""	Bootstrapped from incumbent path
creator_01531	Jaan Kross	jaan kross	""	""	""	Bootstrapped from incumbent path
creator_01532	Cho Se-hui	cho se hui	""	""	""	Bootstrapped from incumbent path
creator_01533	Dambudzo Marechera	dambudzo marechera	""	""	""	Bootstrapped from incumbent path
creator_01534	Iris Murdoch	iris murdoch	""	""	""	Bootstrapped from incumbent path
creator_01535	John Cheever	john cheever	""	""	""	Bootstrapped from incumbent path
creator_01536	Ellen Raskin	ellen raskin	""	""	""	Bootstrapped from incumbent path
creator_01537	Georges Perec	georges perec	""	""	""	Bootstrapped from incumbent path
creator_01538	Octavia E. Butler	octavia e butler	""	""	""	Bootstrapped from incumbent path
creator_01539	Intizar Husain	intizar husain	""	""	""	Bootstrapped from incumbent path
creator_01540	Caryl Churchill	caryl churchill	""	""	""	Bootstrapped from incumbent path
creator_01541	Sony Labou Tansi	sony labou tansi	""	""	""	Bootstrapped from incumbent path
creator_01542	S. L. Bhyrappa	s l bhyrappa	""	""	""	Bootstrapped from incumbent path
creator_01543	Mariama Ba	mariama ba	""	""	""	Bootstrapped from incumbent path
creator_01544	Cormac McCarthy	cormac mccarthy	""	""	""	Bootstrapped from incumbent path
creator_01545	Aminata Sow Fall	aminata sow fall	""	""	""	Bootstrapped from incumbent path
creator_01546	Angela Carter	angela carter	""	""	""	Bootstrapped from incumbent path
creator_01547	Milan Kundera	milan kundera	""	""	""	Bootstrapped from incumbent path
creator_01548	Earl Lovelace	earl lovelace	""	""	""	Bootstrapped from incumbent path
creator_01549	Buchi Emecheta	buchi emecheta	""	""	""	Bootstrapped from incumbent path
creator_01550	Michael Ende	michael ende	""	""	""	Bootstrapped from incumbent path
creator_01551	Rubem Fonseca	rubem fonseca	""	""	""	Bootstrapped from incumbent path
creator_01552	Mazisi Kunene	mazisi kunene	""	""	""	Bootstrapped from incumbent path
creator_01553	Anita Desai	anita desai	""	""	""	Bootstrapped from incumbent path
creator_01554	Marilynne Robinson	marilynne robinson	""	""	""	Bootstrapped from incumbent path
creator_01555	Pacific writing anthology tradition	pacific writing anthology tradition	""	""	""	Bootstrapped from incumbent path
creator_01556	Art Spiegelman	art spiegelman	""	""	""	Bootstrapped from incumbent path
creator_01557	Pepetela	pepetela	""	""	""	Bootstrapped from incumbent path
creator_01558	Gene Wolfe	gene wolfe	""	""	""	Bootstrapped from incumbent path
creator_01559	Umberto Eco	umberto eco	""	""	""	Bootstrapped from incumbent path
creator_01560	Hanan al-Shaykh	hanan al shaykh	""	""	""	Bootstrapped from incumbent path
creator_01561	Laxman Mane	laxman mane	""	""	""	Bootstrapped from incumbent path
creator_01562	J. M. Coetzee	j m coetzee	""	""	""	Bootstrapped from incumbent path
creator_01563	Assia Djebar	assia djebar	""	""	""	Bootstrapped from incumbent path
creator_01564	Moacyr Scliar	moacyr scliar	""	""	""	Bootstrapped from incumbent path
creator_01565	Salman Rushdie	salman rushdie	""	""	""	Bootstrapped from incumbent path
creator_01566	Inger Christensen	inger christensen	""	""	""	Bootstrapped from incumbent path
creator_01567	Simon J. Ortiz	simon j ortiz	""	""	""	Bootstrapped from incumbent path
creator_01568	Gilbert Hernandez and Jaime Hernandez	gilbert hernandez and jaime hernandez	""	""	""	Bootstrapped from incumbent path
creator_01569	Donald Barthelme	donald barthelme	""	""	""	Bootstrapped from incumbent path
creator_01570	Sonallah Ibrahim	sonallah ibrahim	""	""	""	Bootstrapped from incumbent path
creator_01571	Y. B. Mangunwijaya	y b mangunwijaya	""	""	""	Bootstrapped from incumbent path
creator_01572	Alasdair Gray	alasdair gray	""	""	""	Bootstrapped from incumbent path
creator_01573	Chart Korbjitti	chart korbjitti	""	""	""	Bootstrapped from incumbent path
creator_01574	Jose Saramago	jose saramago	""	""	""	Bootstrapped from incumbent path
creator_01575	Theresa Hak Kyung Cha	theresa hak kyung cha	""	""	""	Bootstrapped from incumbent path
creator_01576	Ken Bugul	ken bugul	""	""	""	Bootstrapped from incumbent path
creator_01577	Harry Mulisch	harry mulisch	""	""	""	Bootstrapped from incumbent path
creator_01578	Alice Walker	alice walker	""	""	""	Bootstrapped from incumbent path
creator_01579	Ahmad Tohari	ahmad tohari	""	""	""	Bootstrapped from incumbent path
creator_01580	Jack Davis	jack davis	""	""	""	Bootstrapped from incumbent path
creator_01581	Isabel Allende	isabel allende	""	""	""	Bootstrapped from incumbent path
creator_01582	Hilda Hilst	hilda hilst	""	""	""	Bootstrapped from incumbent path
creator_01583	Gloria Naylor	gloria naylor	""	""	""	Bootstrapped from incumbent path
creator_01584	Alan Moore and David Lloyd	alan moore and david lloyd	""	""	""	Bootstrapped from incumbent path
creator_01585	Audre Lorde	audre lorde	""	""	""	Bootstrapped from incumbent path
creator_01586	Jean-Joseph Rabearivelo	jean joseph rabearivelo	""	""	""	Bootstrapped from incumbent path
creator_01587	Latife Tekin	latife tekin	""	""	""	Bootstrapped from incumbent path
creator_01588	Lualhati Bautista	lualhati bautista	""	""	""	Bootstrapped from incumbent path
creator_01589	Beatrice Culleton Mosionier	beatrice culleton mosionier	""	""	""	Bootstrapped from incumbent path
creator_01590	Diamela Eltit	diamela eltit	""	""	""	Bootstrapped from incumbent path
creator_01591	Baalu Girma	baalu girma	""	""	""	Bootstrapped from incumbent path
creator_01592	Joy Harjo	joy harjo	""	""	""	Bootstrapped from incumbent path
creator_01593	Epeli Hau'ofa	epeli hauofa	""	""	""	Bootstrapped from incumbent path
creator_01594	Luisa Valenzuela	luisa valenzuela	""	""	""	Bootstrapped from incumbent path
creator_01595	Hugo Claus	hugo claus	""	""	""	Bootstrapped from incumbent path
creator_01596	Susan Hill	susan hill	""	""	""	Bootstrapped from incumbent path
creator_01597	Paula Gunn Allen	paula gunn allen	""	""	""	Bootstrapped from incumbent path
creator_01598	Rigoberta Menchu; Elisabeth Burgos-Debray	rigoberta menchu elisabeth burgos debray	""	""	""	Bootstrapped from incumbent path
creator_01599	Elfriede Jelinek	elfriede jelinek	""	""	""	Bootstrapped from incumbent path
creator_01600	Li Ang	li ang	""	""	""	Bootstrapped from incumbent path
creator_01601	Christa Wolf	christa wolf	""	""	""	Bootstrapped from incumbent path
creator_01602	Michelle Cliff	michelle cliff	""	""	""	Bootstrapped from incumbent path
creator_01603	Sharankumar Limbale	sharankumar limbale	""	""	""	Bootstrapped from incumbent path
creator_01604	Abdul Rahman Munif	abdul rahman munif	""	""	""	Bootstrapped from incumbent path
creator_01605	Louise Erdrich	louise erdrich	""	""	""	Bootstrapped from incumbent path
creator_01606	William Gibson	william gibson	""	""	""	Bootstrapped from incumbent path
creator_01607	Mitiarjuk Nappaaluk	mitiarjuk nappaaluk	""	""	""	Bootstrapped from incumbent path
creator_01608	Maryse Conde	maryse conde	""	""	""	Bootstrapped from incumbent path
creator_01609	Keri Hulme	keri hulme	""	""	""	Bootstrapped from incumbent path
creator_01610	Ah Cheng	ah cheng	""	""	""	Bootstrapped from incumbent path
creator_01611	Sandra Cisneros	sandra cisneros	""	""	""	Bootstrapped from incumbent path
creator_01612	Nelida Pinon	nelida pinon	""	""	""	Bootstrapped from incumbent path
creator_01613	Cristina Peri Rossi	cristina peri rossi	""	""	""	Bootstrapped from incumbent path
creator_01614	Pratibha Ray	pratibha ray	""	""	""	Bootstrapped from incumbent path
creator_01615	Milorad Pavic	milorad pavic	""	""	""	Bootstrapped from incumbent path
creator_01616	August Wilson	august wilson	""	""	""	Bootstrapped from incumbent path
creator_01617	Jamaica Kincaid	jamaica kincaid	""	""	""	Bootstrapped from incumbent path
creator_01618	Zhang Xianliang	zhang xianliang	""	""	""	Bootstrapped from incumbent path
creator_01619	Jeanette Winterson	jeanette winterson	""	""	""	Bootstrapped from incumbent path
creator_01620	Laszlo Krasznahorkai	laszlo krasznahorkai	""	""	""	Bootstrapped from incumbent path
creator_01621	Margaret Atwood	margaret atwood	""	""	""	Bootstrapped from incumbent path
creator_01622	Tahar Ben Jelloun	tahar ben jelloun	""	""	""	Bootstrapped from incumbent path
creator_01623	Don DeLillo	don delillo	""	""	""	Bootstrapped from incumbent path
creator_01624	Caryl Phillips	caryl phillips	""	""	""	Bootstrapped from incumbent path
creator_01625	Kazuo Ishiguro	kazuo ishiguro	""	""	""	Bootstrapped from incumbent path
creator_01626	Mo Yan	mo yan	""	""	""	Bootstrapped from incumbent path
creator_01627	B. Kojo Laing	b kojo laing	""	""	""	Bootstrapped from incumbent path
creator_01628	David Grossman	david grossman	""	""	""	Bootstrapped from incumbent path
creator_01629	Olive Senior	olive senior	""	""	""	Bootstrapped from incumbent path
creator_01630	Frank Miller and Klaus Janson	frank miller and klaus janson	""	""	""	Bootstrapped from incumbent path
creator_01631	Vikram Seth	vikram seth	""	""	""	Bootstrapped from incumbent path
creator_01632	Alicia Partnoy	alicia partnoy	""	""	""	Bootstrapped from incumbent path
creator_01633	Tomson Highway	tomson highway	""	""	""	Bootstrapped from incumbent path
creator_01634	Rita Dove	rita dove	""	""	""	Bootstrapped from incumbent path
creator_01635	Mia Couto	mia couto	""	""	""	Bootstrapped from incumbent path
creator_01636	Alan Moore and Dave Gibbons	alan moore and dave gibbons	""	""	""	Bootstrapped from incumbent path
creator_01637	Annie Ernaux	annie ernaux	""	""	""	Bootstrapped from incumbent path
creator_01638	Gloria Anzaldua	gloria anzaldua	""	""	""	Bootstrapped from incumbent path
creator_01639	Sally Morgan	sally morgan	""	""	""	Bootstrapped from incumbent path
creator_01640	Haruki Murakami	haruki murakami	""	""	""	Bootstrapped from incumbent path
creator_01641	Yi Mun-yol	yi mun yol	""	""	""	Bootstrapped from incumbent path
creator_01642	James Ellroy	james ellroy	""	""	""	Bootstrapped from incumbent path
creator_01643	Nguyen Huy Thiep	nguyen huy thiep	""	""	""	Bootstrapped from incumbent path
creator_01644	Zoe Wicomb	zoe wicomb	""	""	""	Bootstrapped from incumbent path
creator_01645	Chenjerai Hove	chenjerai hove	""	""	""	Bootstrapped from incumbent path
creator_01646	Ruby Langford Ginibi	ruby langford ginibi	""	""	""	Bootstrapped from incumbent path
creator_01647	Bapsi Sidhwa	bapsi sidhwa	""	""	""	Bootstrapped from incumbent path
creator_01648	Banana Yoshimoto	banana yoshimoto	""	""	""	Bootstrapped from incumbent path
creator_01649	Devanur Mahadeva	devanur mahadeva	""	""	""	Bootstrapped from incumbent path
creator_01650	Tsitsi Dangarembga	tsitsi dangarembga	""	""	""	Bootstrapped from incumbent path
creator_01651	Bernardo Atxaga	bernardo atxaga	""	""	""	Bootstrapped from incumbent path
creator_01652	Duong Thu Huong	duong thu huong	""	""	""	Bootstrapped from incumbent path
creator_01653	Patrick Chamoiseau	patrick chamoiseau	""	""	""	Bootstrapped from incumbent path
creator_01654	Amitav Ghosh	amitav ghosh	""	""	""	Bootstrapped from incumbent path
creator_01655	Nils-Aslak Valkeapaa	nils aslak valkeapaa	""	""	""	Bootstrapped from incumbent path
creator_01656	Raymond Carver	raymond carver	""	""	""	Bootstrapped from incumbent path
creator_01657	Subramani	subramani	""	""	""	Bootstrapped from incumbent path
creator_01658	Alan Moore and Eddie Campbell	alan moore and eddie campbell	""	""	""	Bootstrapped from incumbent path
creator_01659	Dan Simmons	dan simmons	""	""	""	Bootstrapped from incumbent path
creator_01660	Thomas King	thomas king	""	""	""	Bootstrapped from incumbent path
creator_01661	Mircea Cartarescu	mircea cartarescu	""	""	""	Bootstrapped from incumbent path
creator_01662	Fleur Jaeggy	fleur jaeggy	""	""	""	Bootstrapped from incumbent path
creator_01663	Leonel Lienlaf	leonel lienlaf	""	""	""	Bootstrapped from incumbent path
creator_01664	P. Sivakami	p sivakami	""	""	""	Bootstrapped from incumbent path
creator_01665	Amy Tan	amy tan	""	""	""	Bootstrapped from incumbent path
creator_01666	Germano Almeida	germano almeida	""	""	""	Bootstrapped from incumbent path
creator_01667	Neil Gaiman and collaborators	neil gaiman and collaborators	""	""	""	Bootstrapped from incumbent path
creator_01668	Milton Hatoum	milton hatoum	""	""	""	Bootstrapped from incumbent path
creator_01669	Shahrnush Parsipur	shahrnush parsipur	""	""	""	Bootstrapped from incumbent path
creator_01670	Laura Esquivel	laura esquivel	""	""	""	Bootstrapped from incumbent path
creator_01671	Lauretta Ngcobo	lauretta ngcobo	""	""	""	Bootstrapped from incumbent path
creator_01672	Paulina Chiziane	paulina chiziane	""	""	""	Bootstrapped from incumbent path
creator_01673	Walter Mosley	walter mosley	""	""	""	Bootstrapped from incumbent path
creator_01674	Jessica Hagedorn	jessica hagedorn	""	""	""	Bootstrapped from incumbent path
creator_01675	Linda Hogan	linda hogan	""	""	""	Bootstrapped from incumbent path
creator_01676	A. B. Yehoshua	b yehoshua	""	""	""	Bootstrapped from incumbent path
creator_01677	Alan Duff	alan duff	""	""	""	Bootstrapped from incumbent path
creator_01678	A. S. Byatt	s byatt	""	""	""	Bootstrapped from incumbent path
creator_01679	Gao Xingjian	gao xingjian	""	""	""	Bootstrapped from incumbent path
creator_01680	Yakup Kadri Karaosmanoglu	yakup kadri karaosmanoglu	""	""	""	Bootstrapped from incumbent path
creator_01681	Hanif Kureishi	hanif kureishi	""	""	""	Bootstrapped from incumbent path
creator_01682	Bao Ninh	bao ninh	""	""	""	Bootstrapped from incumbent path
creator_01683	Hoda Barakat	hoda barakat	""	""	""	Bootstrapped from incumbent path
creator_01684	Drew Hayden Taylor	drew hayden taylor	""	""	""	Bootstrapped from incumbent path
creator_01685	Tim O'Brien	tim obrien	""	""	""	Bootstrapped from incumbent path
creator_01686	Tony Kushner	tony kushner	""	""	""	Bootstrapped from incumbent path
creator_01687	Jeff Smith	jeff smith	""	""	""	Bootstrapped from incumbent path
creator_01688	Pat Barker	pat barker	""	""	""	Bootstrapped from incumbent path
creator_01689	Rohinton Mistry	rohinton mistry	""	""	""	Bootstrapped from incumbent path
creator_01690	Ben Okri	ben okri	""	""	""	Bootstrapped from incumbent path
creator_01691	Han Yong-un	han yong un	""	""	""	Bootstrapped from incumbent path
creator_01692	Doris Pilkington Garimara	doris pilkington garimara	""	""	""	Bootstrapped from incumbent path
creator_01693	Peter Pist'anek	peter pistanek	""	""	""	Bootstrapped from incumbent path
creator_01694	Javier Marias	javier marias	""	""	""	Bootstrapped from incumbent path
creator_01695	Orly Castel-Bloom	orly castel bloom	""	""	""	Bootstrapped from incumbent path
creator_01696	Bama	bama	""	""	""	Bootstrapped from incumbent path
creator_01697	Kim Stanley Robinson	kim stanley robinson	""	""	""	Bootstrapped from incumbent path
creator_01698	Johannes V. Jensen	johannes v jensen	""	""	""	Bootstrapped from incumbent path
creator_01699	Neal Stephenson	neal stephenson	""	""	""	Bootstrapped from incumbent path
creator_01700	Irmgard Keun	irmgard keun	""	""	""	Bootstrapped from incumbent path
creator_01701	Louis Owens	louis owens	""	""	""	Bootstrapped from incumbent path
creator_01702	Park Wan-suh	park wan suh	""	""	""	Bootstrapped from incumbent path
creator_01703	Terry Pratchett	terry pratchett	""	""	""	Bootstrapped from incumbent path
creator_01704	Cristina Garcia	cristina garcia	""	""	""	Bootstrapped from incumbent path
creator_01705	Alootook Ipellie	alootook ipellie	""	""	""	Bootstrapped from incumbent path
creator_01706	Kerstin Ekman	kerstin ekman	""	""	""	Bootstrapped from incumbent path
creator_01707	Konai Helu Thaman	konai helu thaman	""	""	""	Bootstrapped from incumbent path
creator_01708	Taslima Nasrin	taslima nasrin	""	""	""	Bootstrapped from incumbent path
creator_01709	Joe Sacco	joe sacco	""	""	""	Bootstrapped from incumbent path
creator_01710	Lee Maracle	lee maracle	""	""	""	Bootstrapped from incumbent path
creator_01711	Leslie Feinberg	leslie feinberg	""	""	""	Bootstrapped from incumbent path
creator_01712	Lois Lowry	lois lowry	""	""	""	Bootstrapped from incumbent path
creator_01713	Sherman Alexie	sherman alexie	""	""	""	Bootstrapped from incumbent path
creator_01714	Yu Hua	yu hua	""	""	""	Bootstrapped from incumbent path
creator_01715	Edwidge Danticat	edwidge danticat	""	""	""	Bootstrapped from incumbent path
creator_01716	Shyam Selvadurai	shyam selvadurai	""	""	""	Bootstrapped from incumbent path
creator_01717	Radwa Ashour	radwa ashour	""	""	""	Bootstrapped from incumbent path
creator_01718	Haunani-Kay Trask	haunani kay trask	""	""	""	Bootstrapped from incumbent path
creator_01719	Qiu Miaojin	qiu miaojin	""	""	""	Bootstrapped from incumbent path
creator_01720	Chu Tien-wen	chu tien wen	""	""	""	Bootstrapped from incumbent path
creator_01721	Abdulrazak Gurnah	abdulrazak gurnah	""	""	""	Bootstrapped from incumbent path
creator_01722	Kiana Davenport	kiana davenport	""	""	""	Bootstrapped from incumbent path
creator_01723	Dag Solstad	dag solstad	""	""	""	Bootstrapped from incumbent path
creator_01724	Nu Nu Yi	nu nu yi	""	""	""	Bootstrapped from incumbent path
creator_01725	Susan Power	susan power	""	""	""	Bootstrapped from incumbent path
creator_01726	Herta Muller	herta muller	""	""	""	Bootstrapped from incumbent path
creator_01727	Ogawa Yoko	ogawa yoko	""	""	""	Bootstrapped from incumbent path
creator_01728	Yvonne Vera	yvonne vera	""	""	""	Bootstrapped from incumbent path
creator_01729	Richard Wagamese	richard wagamese	""	""	""	Bootstrapped from incumbent path
creator_01730	Galsan Tschinag	galsan tschinag	""	""	""	Bootstrapped from incumbent path
creator_01731	Julia Alvarez	julia alvarez	""	""	""	Bootstrapped from incumbent path
creator_01732	Gaspar Pedro Gonzalez	gaspar pedro gonzalez	""	""	""	Bootstrapped from incumbent path
creator_01733	Sarah Kane	sarah kane	""	""	""	Bootstrapped from incumbent path
creator_01734	Philip Pullman	philip pullman	""	""	""	Bootstrapped from incumbent path
creator_01735	Chang-rae Lee	chang rae lee	""	""	""	Bootstrapped from incumbent path
creator_01736	W. G. Sebald	w g sebald	""	""	""	Bootstrapped from incumbent path
creator_01737	Mark Behr	mark behr	""	""	""	Bootstrapped from incumbent path
creator_01738	Wang Anyi	wang anyi	""	""	""	Bootstrapped from incumbent path
creator_01739	Zakes Mda	zakes mda	""	""	""	Bootstrapped from incumbent path
creator_01740	Vilsoni Hereniko	vilsoni hereniko	""	""	""	Bootstrapped from incumbent path
creator_01741	Jason Lutes	jason lutes	""	""	""	Bootstrapped from incumbent path
creator_01742	Shani Mootoo	shani mootoo	""	""	""	Bootstrapped from incumbent path
creator_01743	Roberto Bolano	roberto bolano	""	""	""	Bootstrapped from incumbent path
creator_01744	Oksana Zabuzhko	oksana zabuzhko	""	""	""	Bootstrapped from incumbent path
creator_01745	Kim Young-ha	kim young ha	""	""	""	Bootstrapped from incumbent path
creator_01746	David Foster Wallace	david foster wallace	""	""	""	Bootstrapped from incumbent path
creator_01747	Akhtaruzzaman Elias	akhtaruzzaman elias	""	""	""	Bootstrapped from incumbent path
creator_01748	Diane Glancy	diane glancy	""	""	""	Bootstrapped from incumbent path
creator_01749	Richard Van Camp	richard van camp	""	""	""	Bootstrapped from incumbent path
creator_01750	Mary Doria Russell	mary doria russell	""	""	""	Bootstrapped from incumbent path
creator_01751	Sophia de Mello Breyner Andresen	sophia de mello breyner andresen	""	""	""	Bootstrapped from incumbent path
creator_01752	Sia Figiel	sia figiel	""	""	""	Bootstrapped from incumbent path
creator_01753	Olga Tokarczuk	olga tokarczuk	""	""	""	Bootstrapped from incumbent path
creator_01754	Antonio Lobo Antunes	antonio lobo antunes	""	""	""	Bootstrapped from incumbent path
creator_01755	Paulo Lins	paulo lins	""	""	""	Bootstrapped from incumbent path
creator_01756	J. K. Rowling	j k rowling	""	""	""	Bootstrapped from incumbent path
creator_01757	Mourid Barghouti	mourid barghouti	""	""	""	Bootstrapped from incumbent path
creator_01758	Omprakash Valmiki	omprakash valmiki	""	""	""	Bootstrapped from incumbent path
creator_01759	Dionne Brand	dionne brand	""	""	""	Bootstrapped from incumbent path
creator_01760	Arundhati Roy	arundhati roy	""	""	""	Bootstrapped from incumbent path
creator_01761	Volga	volga	""	""	""	Bootstrapped from incumbent path
creator_01762	Dubravka Ugresic	dubravka ugresic	""	""	""	Bootstrapped from incumbent path
creator_01763	Hamid Ismailov	hamid ismailov	""	""	""	Bootstrapped from incumbent path
creator_01764	Svetlana Alexievich	svetlana alexievich	""	""	""	Bootstrapped from incumbent path
creator_01765	Alexis Wright	alexis wright	""	""	""	Bootstrapped from incumbent path
creator_01766	Anne Carson	anne carson	""	""	""	Bootstrapped from incumbent path
creator_01767	Nalo Hopkinson	nalo hopkinson	""	""	""	Bootstrapped from incumbent path
creator_01768	Elias Khoury	elias khoury	""	""	""	Bootstrapped from incumbent path
creator_01769	Louis Sachar	louis sachar	""	""	""	Bootstrapped from incumbent path
creator_01770	Orhan Pamuk	orhan pamuk	""	""	""	Bootstrapped from incumbent path
creator_01771	Ayu Utami	ayu utami	""	""	""	Bootstrapped from incumbent path
creator_01772	Giannina Braschi	giannina braschi	""	""	""	Bootstrapped from incumbent path
creator_01773	Kim Scott	kim scott	""	""	""	Bootstrapped from incumbent path
creator_01774	Jhumpa Lahiri	jhumpa lahiri	""	""	""	Bootstrapped from incumbent path
creator_01775	Walter Dean Myers	walter dean myers	""	""	""	Bootstrapped from incumbent path
creator_01776	Georgi Gospodinov	georgi gospodinov	""	""	""	Bootstrapped from incumbent path
creator_01777	Laurie Halse Anderson	laurie halse anderson	""	""	""	Bootstrapped from incumbent path
creator_01778	Robert Sullivan	robert sullivan	""	""	""	Bootstrapped from incumbent path
creator_01779	Tahar Djaout	tahar djaout	""	""	""	Bootstrapped from incumbent path
creator_01780	Leila Aboulela	leila aboulela	""	""	""	Bootstrapped from incumbent path
creator_01781	Dai Sijie	dai sijie	""	""	""	Bootstrapped from incumbent path
creator_01782	Enrique Vila-Matas	enrique vila matas	""	""	""	Bootstrapped from incumbent path
creator_01783	Peter Esterhazy	peter esterhazy	""	""	""	Bootstrapped from incumbent path
creator_01784	Loung Ung	loung ung	""	""	""	Bootstrapped from incumbent path
creator_01785	Mark Z. Danielewski	mark z danielewski	""	""	""	Bootstrapped from incumbent path
creator_01786	Chris Ware	chris ware	""	""	""	Bootstrapped from incumbent path
creator_01787	Kamleshwar	kamleshwar	""	""	""	Bootstrapped from incumbent path
creator_01788	Eden Robinson	eden robinson	""	""	""	Bootstrapped from incumbent path
creator_01789	Jon Fosse	jon fosse	""	""	""	Bootstrapped from incumbent path
creator_01790	Mohsin Hamid	mohsin hamid	""	""	""	Bootstrapped from incumbent path
creator_01791	Boubacar Boris Diop	boubacar boris diop	""	""	""	Bootstrapped from incumbent path
creator_01792	Marjane Satrapi	marjane satrapi	""	""	""	Bootstrapped from incumbent path
creator_01793	Ch'aska Anka Ninawaman	chaska anka ninawaman	""	""	""	Bootstrapped from incumbent path
creator_01794	Elicura Chihuailaf	elicura chihuailaf	""	""	""	Bootstrapped from incumbent path
creator_01795	Odi Gonzales	odi gonzales	""	""	""	Bootstrapped from incumbent path
creator_01796	Natalia Toledo	natalia toledo	""	""	""	Bootstrapped from incumbent path
creator_01797	Irma Pineda	irma pineda	""	""	""	Bootstrapped from incumbent path
creator_01798	Natalio Hernandez	natalio hernandez	""	""	""	Bootstrapped from incumbent path
creator_01799	Ariruma Kowii	ariruma kowii	""	""	""	Bootstrapped from incumbent path
creator_01800	Briceida Cuevas Cob	briceida cuevas cob	""	""	""	Bootstrapped from incumbent path
