work_id	candidate_status	incumbent_path_id	incumbent_rank	canonical_title	sort_title	original_title	creator_display	date_label	sort_year	date_precision	macro_region	subregion	original_language	language_family	literary_tradition	period_bucket	form_bucket	unit_type	boundary_flags	included_as_literature	boundary_policy_id	boundary_note	selection_basis	edition_basis	completion_unit	source_status	review_status	confidence	provisional_until	notes
work_candidate_ceremony_silko	incumbent_current_path	candidate:ceremony_silko	2225	Ceremony	ceremony	""	Leslie Marmon Silko	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=native_american_literature; current group=literature
work_candidate_genre_lit_gateway	incumbent_current_path	candidate:genre_lit_gateway	2226	Gateway	gateway	""	Frederik Pohl	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=science_fiction_literature; current group=literature
work_candidate_africa_lit_i_will_marry	incumbent_current_path	candidate:africa_lit_i_will_marry	2227	I Will Marry When I Want	i will marry when i want	""	Ngugi wa Thiong'o and Ngugi wa Mirii	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=east_african_literature; current group=literature
work_candidate_global_lit_let_me_speak	incumbent_current_path	candidate:global_lit_let_me_speak	2228	Let Me Speak!	let me speak	""	Domitila Barrios de Chungara and Moema Viezzer	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	testimonio	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=testimonio; current group=literature
work_candidate_scale3_lit_our_sister_killjoy	incumbent_current_path	candidate:scale3_lit_our_sister_killjoy	2229	Our Sister Killjoy	our sister killjoy	""	Ama Ata Aidoo	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_global_lit_petals_of_blood	incumbent_current_path	candidate:global_lit_petals_of_blood	2230	Petals of Blood	petals of blood	""	Ngugi wa Thiong'o	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=east_african_literature; current group=literature
work_candidate_scale4_lit_pouliuli	incumbent_current_path	candidate:scale4_lit_pouliuli	2231	Pouliuli	pouliuli	""	Albert Wendt	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=pacific_islander_literature; current group=literature
work_candidate_audit_backfill_the_public_burning	incumbent_current_path	candidate:audit_backfill_the_public_burning	2232	The Public Burning	public burning	""	Robert Coover	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_genre_lit_shining	incumbent_current_path	candidate:genre_lit_shining	2233	The Shining	shining	""	Stephen King	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=horror_literature; current group=literature
work_candidate_genre_lit_silmarillion	incumbent_current_path	candidate:genre_lit_silmarillion	2234	The Silmarillion	silmarillion	""	J. R. R. Tolkien and Christopher Tolkien	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	mythopoeic_collection	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=fantasy_literature; current group=literature
work_candidate_indig_lit_new_net_fishing	incumbent_current_path	candidate:indig_lit_new_net_fishing	2235	The New Net Goes Fishing	new net goes fishing	""	Witi Ihimaera	1977	1977	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	short_story_collection	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=maori_literature; current group=literature
work_candidate_genre_lit_contract_god	incumbent_current_path	candidate:genre_lit_contract_god	2236	A Contract with God	contract with god	""	Will Eisner	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	graphic_story_cycle	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=graphic_narrative; current group=literature
work_candidate_latcarib_lit_cup_rage	incumbent_current_path	candidate:latcarib_lit_cup_rage	2237	A Cup of Rage	cup of rage	""	Raduan Nassar	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novella	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=brazilian_literature; current group=literature
work_candidate_southasia_lit_baluta	incumbent_current_path	candidate:southasia_lit_baluta	2238	Baluta	baluta	""	Daya Pawar	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	memoir	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=marathi_literature; current group=literature
work_candidate_indig_lit_bearheart	incumbent_current_path	candidate:indig_lit_bearheart	2239	Bearheart	bearheart	""	Gerald Vizenor	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=native_american_literature; current group=literature
work_candidate_completion_lit_broken_april	incumbent_current_path	candidate:completion_lit_broken_april	2240	Broken April	broken april	""	Ismail Kadare	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=balkan_literature; current group=literature
work_candidate_bloom_reviewed_buried_child	incumbent_current_path	candidate:bloom_reviewed_buried_child	2241	Buried Child	buried child	""	Sam Shepard	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_global_lit_draupadi_mahasweta	incumbent_current_path	candidate:global_lit_draupadi_mahasweta	2242	Draupadi	draupadi	""	Mahasweta Devi	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	short_story	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=bengali_literature; current group=literature
work_candidate_me_lit_search_walid_masoud	incumbent_current_path	candidate:me_lit_search_walid_masoud	2243	In Search of Walid Masoud	in search of walid masoud	""	Jabra Ibrahim Jabra	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=arabic_literature; current group=literature
work_candidate_me_lit_kelidar	incumbent_current_path	candidate:me_lit_kelidar	2244	Kelidar	kelidar	""	Mahmoud Dowlatabadi	1978-1984	1978	range	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel_sequence	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=persian_literature; current group=literature
work_candidate_indig_lit_life_qallunaat	incumbent_current_path	candidate:indig_lit_life_qallunaat	2245	Life Among the Qallunaat	life among qallunaat	""	Mini Aodla Freeman	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	literary_memoir	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=arctic_indigenous_literatures; current group=literature
work_candidate_indig_lit_mutuwhenua	incumbent_current_path	candidate:indig_lit_mutuwhenua	2246	Mutuwhenua	mutuwhenua	""	Patricia Grace	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=maori_literature; current group=literature
work_candidate_me_lit_sitt_marie_rose	incumbent_current_path	candidate:me_lit_sitt_marie_rose	2247	Sitt Marie Rose	sitt marie rose	""	Etel Adnan	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=arabic_literature; current group=literature
work_candidate_euro_under_lit_czars_madman	incumbent_current_path	candidate:euro_under_lit_czars_madman	2248	The Czar's Madman	czars madman	""	Jaan Kross	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=estonian_literature; current group=literature
work_candidate_global_lit_dwarf_cho_se_hui	incumbent_current_path	candidate:global_lit_dwarf_cho_se_hui	2249	The Dwarf	dwarf	""	Cho Se-hui	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	story_cycle	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=korean_literature; current group=literature
work_candidate_global_lit_house_of_hunger	incumbent_current_path	candidate:global_lit_house_of_hunger	2250	The House of Hunger	house of hunger	""	Dambudzo Marechera	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novella_sequence	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=african_literature; current group=literature
work_candidate_scale2_lit_sea_the_sea	incumbent_current_path	candidate:scale2_lit_sea_the_sea	2251	The Sea, The Sea	sea sea	""	Iris Murdoch	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_bloom_reviewed_cheever_stories	incumbent_current_path	candidate:bloom_reviewed_cheever_stories	2252	The Stories of John Cheever	stories of john cheever	""	John Cheever	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	short_story_collection	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_genre_lit_westing_game	incumbent_current_path	candidate:genre_lit_westing_game	2253	The Westing Game	westing game	""	Ellen Raskin	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=childrens_literature; current group=literature
work_candidate_mandatory_life_users_manual	incumbent_current_path	candidate:mandatory_life_users_manual	2254	Life: A User's Manual	life users manual	""	Georges Perec	1978	1978	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=french_literature; current group=literature
work_candidate_global_lit_kindred	incumbent_current_path	candidate:global_lit_kindred	2255	Kindred	kindred	""	Octavia E. Butler	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=science_fiction_literature; current group=literature
work_candidate_completion_lit_bend_in_river	incumbent_current_path	candidate:completion_lit_bend_in_river	2256	A Bend in the River	bend in river	""	V. S. Naipaul	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=postcolonial_novel; current group=literature
work_candidate_southasia_lit_basti	incumbent_current_path	candidate:southasia_lit_basti	2257	Basti	basti	""	Intizar Husain	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=urdu_literature; current group=literature
work_candidate_global_lit_burgers_daughter	incumbent_current_path	candidate:global_lit_burgers_daughter	2258	Burger's Daughter	burgers daughter	""	Nadine Gordimer	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=south_african_literature; current group=literature
work_candidate_completion_lit_cloud_nine	incumbent_current_path	candidate:completion_lit_cloud_nine	2259	Cloud Nine	cloud nine	""	Caryl Churchill	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=modern_global_drama; current group=literature
work_candidate_completion_lit_winter_night_traveler	incumbent_current_path	candidate:completion_lit_winter_night_traveler	2260	If on a winter's night a traveler	if on winters night traveler	""	Italo Calvino	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_global_lit_leaves_banyan_tree	incumbent_current_path	candidate:global_lit_leaves_banyan_tree	2261	Leaves of the Banyan Tree	leaves of banyan tree	""	Albert Wendt	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=pacific_islander_literature; current group=literature
work_candidate_scale4_lit_life_and_half	incumbent_current_path	candidate:scale4_lit_life_and_half	2262	Life and a Half	life and half	""	Sony Labou Tansi	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=central_african_literature; current group=literature
work_candidate_eastasia_lit_lust_caution	incumbent_current_path	candidate:eastasia_lit_lust_caution	2263	Lust, Caution	lust caution	""	Eileen Chang	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novella	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=chinese_literature; current group=literature
work_candidate_me_lit_missing_soluch	incumbent_current_path	candidate:me_lit_missing_soluch	2264	Missing Soluch	missing soluch	""	Mahmoud Dowlatabadi	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=persian_literature; current group=literature
work_candidate_southasia_lit_parva	incumbent_current_path	candidate:southasia_lit_parva	2265	Parva	parva	""	S. L. Bhyrappa	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	mythological_novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=kannada_literature; current group=literature
work_candidate_so_long_a_letter	incumbent_current_path	candidate:so_long_a_letter	2266	So Long a Letter	so long letter	""	Mariama Ba	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	epistolary_novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_bloom_reviewed_suttree	incumbent_current_path	candidate:bloom_reviewed_suttree	2267	Suttree	suttree	""	Cormac McCarthy	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_africa_lit_sweet_sour_milk	incumbent_current_path	candidate:africa_lit_sweet_sour_milk	2268	Sweet and Sour Milk	sweet and sour milk	""	Nuruddin Farah	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=horn_of_africa_literature; current group=literature
work_candidate_scale3_lit_beggars_strike	incumbent_current_path	candidate:scale3_lit_beggars_strike	2269	The Beggars' Strike	beggars strike	""	Aminata Sow Fall	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_globalcon_lit_bloody_chamber	incumbent_current_path	candidate:globalcon_lit_bloody_chamber	2270	The Bloody Chamber	bloody chamber	""	Angela Carter	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	short_story_collection	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=feminist_literature; current group=literature
work_candidate_euro_under_lit_laughter_forgetting	incumbent_current_path	candidate:euro_under_lit_laughter_forgetting	2271	The Book of Laughter and Forgetting	book of laughter and forgetting	""	Milan Kundera	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=czech_literature; current group=literature
work_candidate_indig_lit_death_jim_loney	incumbent_current_path	candidate:indig_lit_death_jim_loney	2272	The Death of Jim Loney	death of jim loney	""	James Welch	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=native_american_literature; current group=literature
work_candidate_global_lit_dragon_cant_dance	incumbent_current_path	candidate:global_lit_dragon_cant_dance	2273	The Dragon Can't Dance	dragon cant dance	""	Earl Lovelace	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=caribbean_literature; current group=literature
work_candidate_joys_of_motherhood	incumbent_current_path	candidate:joys_of_motherhood	2274	The Joys of Motherhood	joys of motherhood	""	Buchi Emecheta	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_genre_lit_neverending_story	incumbent_current_path	candidate:genre_lit_neverending_story	2275	The Neverending Story	neverending story	""	Michael Ende	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	fantasy_novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=childrens_literature; current group=literature
work_candidate_latcarib_lit_taker_stories	incumbent_current_path	candidate:latcarib_lit_taker_stories	2276	The Taker and Other Stories	taker and other stories	""	Rubem Fonseca	1979 English selection	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	short_story_collection	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=brazilian_literature; current group=literature
work_candidate_southasia_lit_zindaginama	incumbent_current_path	candidate:southasia_lit_zindaginama	2277	Zindaginama	zindaginama	""	Krishna Sobti	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=hindi_literature; current group=literature
work_candidate_globalcon_lit_field_work_heaney	incumbent_current_path	candidate:globalcon_lit_field_work_heaney	2278	Field Work	field work	""	Seamus Heaney	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	poetry_collection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=global_contemporary_literature; current group=literature
work_candidate_mandatory_emperor_shaka_great	incumbent_current_path	candidate:mandatory_emperor_shaka_great	2279	Emperor Shaka the Great	emperor shaka great	""	Mazisi Kunene	1979	1979	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1970_1979_ce	taxonomy_pending	epic_poem	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=zulu_literature; current group=literature
work_candidate_africa_lit_black_sunlight	incumbent_current_path	candidate:africa_lit_black_sunlight	2280	Black Sunlight	black sunlight	""	Dambudzo Marechera	1980	1980	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1980_1989_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=southern_african_literature; current group=literature
work_candidate_globalcon_lit_china_men	incumbent_current_path	candidate:globalcon_lit_china_men	2281	China Men	china men	""	Maxine Hong Kingston	1980	1980	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1980_1989_ce	taxonomy_pending	literary_memoir	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=diaspora_literature; current group=literature
work_candidate_global_lit_clear_light_day	incumbent_current_path	candidate:global_lit_clear_light_day	2282	Clear Light of Day	clear light of day	""	Anita Desai	1980	1980	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1980_1989_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=south_asian_literature; current group=literature
work_candidate_global_lit_devil_cross	incumbent_current_path	candidate:global_lit_devil_cross	2283	Devil on the Cross	devil on cross	""	Ngugi wa Thiong'o	1980	1980	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1980_1989_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=east_african_literature; current group=literature
work_candidate_scale2_lit_housekeeping	incumbent_current_path	candidate:scale2_lit_housekeeping	2284	Housekeeping	housekeeping	""	Marilynne Robinson	1980	1980	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1980_1989_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_indig_lit_lali_anthology	incumbent_current_path	candidate:indig_lit_lali_anthology	2285	Lali: A Pacific Anthology	lali pacific anthology	""	Pacific writing anthology tradition	1980	1980	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1980_1989_ce	taxonomy_pending	literary_anthology	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=pacific_islander_literature; current group=literature
