id	rank	phase	title	aliases	creators	date_label	sort_year	period_bucket	macro_region	form_bucket	section	group	topic	medium	unit_type	tier	pool	source	source_id	source_status	review_status	progress_status	lifetime_path	url	normalized_title	normalized_creators	boundary_flags	generic_title
candidate:latcarib_lit_family_ties	1924	7	Family Ties	""	Clarice Lispector	1960	1960	1960_1969_ce	americas	fiction_narrative_prose	textual_humanities	literature	brazilian_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_family_ties	manual_only	needs_sources	planned	true		family ties	clarice lispector	""	true
candidate:africa_lit_luuanda	1977	7	Luuanda	""	Jose Luandino Vieira	1963	1963	1960_1969_ce	africa	fiction_narrative_prose	textual_humanities	literature	lusophone_african_literature	text	short_story_collection	major	coverage	wave_037_literature_africa_scale	africa_lit_luuanda	manual_only	needs_sources	planned	true		luuanda	jose luandino vieira	""	true
candidate:latcarib_lit_week_colors	2005	7	The Week of Colors	""	Elena Garro	1964	1964	1960_1969_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_week_colors	manual_only	needs_sources	planned	true		week of colors	elena garro	""	true
candidate:latcarib_lit_vampire_curitiba	2023	7	The Vampire of Curitiba	""	Dalton Trevisan	1965	1965	1960_1969_ce	americas	fiction_narrative_prose	textual_humanities	literature	brazilian_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_vampire_curitiba	manual_only	needs_sources	planned	true		vampire of curitiba	dalton trevisan	""	true
candidate:latcarib_lit_all_fires_fire	2031	7	All Fires the Fire	""	Julio Cortazar	1966	1966	1960_1969_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_all_fires_fire	manual_only	needs_sources	planned	true		all fires fire	julio cortazar	""	true
candidate:latcarib_lit_blow_up	2052	7	Blow-Up and Other Stories	""	Julio Cortazar	1967 English selection	1967	1960_1969_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_blow_up	manual_only	needs_sources	planned	true		blow up and other stories	julio cortazar	""	true
candidate:africa_lit_land_without_thunder	2068	7	Land Without Thunder	""	Grace Ogot	1968	1968	1960_1969_ce	africa	fiction_narrative_prose	textual_humanities	literature	east_african_literature	text	short_story_collection	major	coverage	wave_037_literature_africa_scale	africa_lit_land_without_thunder	manual_only	needs_sources	planned	true		land without thunder	grace ogot	""	true
candidate:eastasia_lit_taipei_people	2121	8	Taipei People	""	Pai Hsien-yung	1971	1971	1970_1979_ce	east_asia	fiction_narrative_prose	textual_humanities	literature	classical_chinese_literature	text	short_story_collection	major	coverage	wave_035_literature_east_asia_scale	eastasia_lit_taipei_people	manual_only	needs_sources	planned	true		taipei people	pai hsien yung	""	true
candidate:indig_lit_pounamu_pounamu	2136	8	Pounamu Pounamu	""	Witi Ihimaera	1972	1972	1970_1979_ce	oceania_arctic	fiction_narrative_prose	textual_humanities	literature	maori_literature	text	short_story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_pounamu_pounamu	manual_only	needs_sources	planned	true		pounamu pounamu	witi ihimaera	""	true
candidate:indig_lit_flying_fox	2170	8	Flying Fox in a Freedom Tree	""	Albert Wendt	1974	1974	1970_1979_ce	oceania_arctic	fiction_narrative_prose	textual_humanities	literature	pacific_islander_literature	text	story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_flying_fox	manual_only	needs_sources	planned	true		flying fox in freedom tree	albert wendt	""	true
candidate:latcarib_lit_book_sand	2194	8	The Book of Sand	""	Jorge Luis Borges	1975	1975	1970_1979_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_book_sand	manual_only	needs_sources	planned	true		book of sand	jorge luis borges	""	true
candidate:indig_lit_new_net_fishing	2235	8	The New Net Goes Fishing	""	Witi Ihimaera	1977	1977	1970_1979_ce	oceania_arctic	fiction_narrative_prose	textual_humanities	literature	maori_literature	text	short_story_collection	contextual	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_new_net_fishing	manual_only	needs_sources	planned	true		new net goes fishing	witi ihimaera	""	true
candidate:bloom_reviewed_cheever_stories	2252	8	The Stories of John Cheever	""	John Cheever	1978	1978	1970_1979_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_cheever_stories	manual_only	needs_sources	planned	true		stories of john cheever	john cheever	""	true
candidate:globalcon_lit_bloody_chamber	2270	8	The Bloody Chamber	""	Angela Carter	1979	1979	1970_1979_ce	cross_regional_or_unknown	fiction_narrative_prose	textual_humanities	literature	feminist_literature	text	short_story_collection	major	coverage	wave_041_literature_global_contemporary_diaspora_feminist_queer_scale	globalcon_lit_bloody_chamber	manual_only	needs_sources	planned	true		bloody chamber	angela carter	""	true
candidate:latcarib_lit_taker_stories	2276	8	The Taker and Other Stories	""	Rubem Fonseca	1979 English selection	1979	1970_1979_ce	americas	fiction_narrative_prose	textual_humanities	literature	brazilian_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_taker_stories	manual_only	needs_sources	planned	true		taker and other stories	rubem fonseca	""	true
candidate:completion_lit_women_algiers_apartment	2296	8	Women of Algiers in Their Apartment	""	Assia Djebar	1980	1980	1980_1989_ce	middle_east_central_asia	fiction_narrative_prose	textual_humanities	literature	arabic_literature	text	short_story_collection	major	coverage	wave_023_literature_modern_global_completion_spine	completion_lit_women_algiers_apartment	manual_only	needs_sources	planned	true		women of algiers in their apartment	assia djebar	""	true
candidate:bloom_reviewed_barthelme_stories	2306	8	Sixty Stories	""	Donald Barthelme	1981	1981	1980_1989_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_barthelme_stories	manual_only	needs_sources	planned	true		sixty stories	donald barthelme	""	true
candidate:global_lit_tales_tikongs	2340	8	Tales of the Tikongs	""	Epeli Hau'ofa	1983	1983	1980_1989_ce	oceania_arctic	fiction_narrative_prose	textual_humanities	literature	pacific_islander_literature	text	short_story_collection	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_tales_tikongs	manual_only	needs_sources	planned	true		tales of tikongs	epeli hauofa	""	true
candidate:euro_under_lit_encyclopedia_dead	2342	8	The Encyclopedia of the Dead	""	Danilo Kis	1983	1983	1980_1989_ce	europe	fiction_narrative_prose	textual_humanities	literature	balkan_literature	text	short_story_collection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_encyclopedia_dead	manual_only	needs_sources	planned	true		encyclopedia of dead	danilo kis	""	true
candidate:latcarib_lit_walcott_collected_poems	2393	8	Collected Poems 1948-1984	""	Derek Walcott	1986	1986	1980_1989_ce	americas	poetry	textual_humanities	literature	caribbean_literature	text	poetry_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_walcott_collected_poems	manual_only	needs_sources	planned	true		collected poems 1948 1984	derek walcott	""	true
candidate:latcarib_lit_summer_lightning	2403	9	Summer Lightning	""	Olive Senior	1986	1986	1980_1989_ce	americas	fiction_narrative_prose	textual_humanities	literature	caribbean_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_summer_lightning	manual_only	needs_sources	planned	true		summer lightning	olive senior	""	true
candidate:africa_lit_voices_made_night	2410	9	Voices Made Night	""	Mia Couto	1986	1986	1980_1989_ce	africa	fiction_narrative_prose	textual_humanities	literature	lusophone_african_literature	text	short_story_collection	major	coverage	wave_037_literature_africa_scale	africa_lit_voices_made_night	manual_only	needs_sources	planned	true		voices made night	mia couto	""	true
candidate:africa_lit_cape_town_wicomb	2431	9	You Can't Get Lost in Cape Town	""	Zoe Wicomb	1987	1987	1980_1989_ce	africa	fiction_narrative_prose	textual_humanities	literature	south_african_literature	text	short_story_collection	major	coverage	wave_037_literature_africa_scale	africa_lit_cape_town_wicomb	manual_only	needs_sources	planned	true		you cant get lost in cape town	zoe wicomb	""	true
candidate:bloom_carver_where_calling	2451	9	Where I'm Calling From	""	Raymond Carver	1988	1988	1980_1989_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_carver_where_calling	manual_only	needs_sources	planned	true		where im calling from	raymond carver	""	true
candidate:indig_lit_fantasy_eaters	2452	9	The Fantasy Eaters	""	Subramani	1988	1988	1980_1989_ce	oceania_arctic	fiction_narrative_prose	textual_humanities	literature	pacific_islander_literature	text	short_story_collection	contextual	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_fantasy_eaters	manual_only	needs_sources	planned	true		fantasy eaters	subramani	genre_fiction	true
candidate:indig_lit_arctic_dreams	2535	9	Arctic Dreams and Nightmares	""	Alootook Ipellie	1993	1993	1990_1999_ce	oceania_arctic	fiction_narrative_prose	textual_humanities	literature	arctic_indigenous_literatures	text	story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_arctic_dreams	manual_only	needs_sources	planned	true		arctic dreams and nightmares	alootook ipellie	""	true
candidate:indig_lit_lone_ranger_tonto	2546	9	The Lone Ranger and Tonto Fistfight in Heaven	""	Sherman Alexie	1993	1993	1990_1999_ce	americas	fiction_narrative_prose	textual_humanities	literature	native_american_literature	text	short_story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_lone_ranger_tonto	manual_only	needs_sources	planned	true		lone ranger and tonto fistfight in heaven	sherman alexie	""	true
candidate:global_lit_krik_krak	2579	9	Krik? Krak!	""	Edwidge Danticat	1995	1995	1990_1999_ce	americas	fiction_narrative_prose	textual_humanities	literature	caribbean_literature	text	short_story_collection	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_krik_krak	manual_only	needs_sources	planned	true		krik krak	edwidge danticat	""	true
candidate:indig_lit_road_allowance	2584	9	Stories of the Road Allowance People	""	Maria Campbell	1995	1995	1990_1999_ce	americas	fiction_narrative_prose	textual_humanities	literature	indigenous_literatures	text	story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_road_allowance	manual_only	needs_sources	planned	true		stories of road allowance people	maria campbell	""	true
candidate:global_lit_interpreter_maladies	2649	9	Interpreter of Maladies	""	Jhumpa Lahiri	1999	1999	1990_1999_ce	cross_regional_or_unknown	fiction_narrative_prose	textual_humanities	literature	diasporic_literature	text	short_story_collection	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_interpreter_maladies	manual_only	needs_sources	planned	true		interpreter of maladies	jhumpa lahiri	""	true
candidate:indig_lit_chaska_poems	2677	9	Selected Poems	""	Ch'aska Anka Ninawaman	21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	quechua_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_chaska_poems	manual_only	needs_sources	planned	true		selected poems	chaska anka ninawaman	""	true
candidate:indig_lit_elicura_poems	2678	9	Selected Poems	""	Elicura Chihuailaf	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	mapuche_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_elicura_poems	manual_only	needs_sources	planned	true		selected poems	elicura chihuailaf	""	true
candidate:selected_poems_joy_harjo	2679	9	Selected Poems	""	Joy Harjo	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	native_american_literature	text	poetry_selection	major	coverage	wave_012_global_literatures_expansion	selected_poems_joy_harjo	manual_only	needs_sources	planned	true		selected poems	joy harjo	""	true
candidate:indig_lit_odi_gonzales_poems	2680	9	Selected Poems	""	Odi Gonzales	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	quechua_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_odi_gonzales_poems	manual_only	needs_sources	planned	true		selected poems	odi gonzales	""	true
candidate:indig_lit_natalia_toledo_poems	2681	9	Selected Poems	""	Natalia Toledo	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	zapotec_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_natalia_toledo_poems	manual_only	needs_sources	planned	true		selected poems	natalia toledo	""	true
candidate:indig_lit_irma_pineda_poems	2682	9	Selected Poems	""	Irma Pineda	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	zapotec_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_irma_pineda_poems	manual_only	needs_sources	planned	true		selected poems	irma pineda	""	true
candidate:indig_lit_natalio_hernandez_poems	2683	9	Selected Poems	""	Natalio Hernandez	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	nahuatl_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_natalio_hernandez_poems	manual_only	needs_sources	planned	true		selected poems	natalio hernandez	""	true
candidate:indig_lit_ariruma_kowii_poems	2684	9	Selected Poems	""	Ariruma Kowii	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	kichwa_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_ariruma_kowii_poems	manual_only	needs_sources	planned	true		selected poems	ariruma kowii	""	true
candidate:indig_lit_briceida_poems	2685	9	Selected Poems	""	Briceida Cuevas Cob	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	maya_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_briceida_poems	manual_only	needs_sources	planned	true		selected poems	briceida cuevas cob	""	true
candidate:indig_lit_akabal_poems	2686	9	Selected Poems	""	Humberto Ak'abal	late 20th-21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	maya_literature	text	poetry_selection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_akabal_poems	manual_only	needs_sources	planned	true		selected poems	humberto akabal	""	true
candidate:indig_lit_hubert_matiuwaa_poems	2696	9	Selected Poems	""	Hubert Matiuwaa	21st century	2000	2000_2009_ce	americas	poetry	textual_humanities	literature	mephaa_literature	text	poetry_selection	contextual	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_hubert_matiuwaa_poems	manual_only	needs_sources	planned	true		selected poems	hubert matiuwaa	""	true
candidate:genre_lit_stories_life	2722	10	Stories of Your Life and Others	Story of Your Life | Arrival	Ted Chiang	2002	2002	2000_2009_ce	cross_regional_or_unknown	speculative_genre	textual_humanities	literature	science_fiction_literature	text	short_story_collection	major	coverage	wave_042_literature_genre_childrens_speculative_final_balance	genre_lit_stories_life	manual_only	needs_sources	planned	true		stories of your life and others	ted chiang	genre_fiction	true
candidate:latcarib_lit_mouthful_birds	2821	10	Mouthful of Birds	""	Samanta Schweblin	2009	2009	2000_2009_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_mouthful_birds	manual_only	needs_sources	planned	true		mouthful of birds	samanta schweblin	""	true
candidate:me_lit_madman_freedom_square	2827	10	The Madman of Freedom Square	""	Hassan Blasim	2009	2009	2000_2009_ce	middle_east_central_asia	fiction_narrative_prose	textual_humanities	literature	arabic_literature	text	short_story_collection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_madman_freedom_square	manual_only	needs_sources	planned	true		madman of freedom square	hassan blasim	""	true
candidate:indig_lit_red_ants	2861	10	Red Ants	""	Pergentino Jose	2012	2012	2010_2019_ce	americas	fiction_narrative_prose	textual_humanities	literature	zapotec_literature	text	short_story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_red_ants	manual_only	needs_sources	planned	true		red ants	pergentino jose	""	true
candidate:indig_lit_heat_light	2892	10	Heat and Light	""	Ellen van Neerven	2014	2014	2010_2019_ce	oceania_arctic	fiction_narrative_prose	textual_humanities	literature	aboriginal_australian_literature	text	story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_heat_light	manual_only	needs_sources	planned	true		heat and light	ellen van neerven	""	true
candidate:latcarib_lit_things_lost_fire	2927	10	Things We Lost in the Fire	""	Mariana Enriquez	2016	2016	2010_2019_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_things_lost_fire	manual_only	needs_sources	planned	true		things we lost in fire	mariana enriquez	""	true
candidate:eastasia_lit_cursed_bunny	2929	10	Cursed Bunny	""	Bora Chung	2017	2017	2010_2019_ce	east_asia	fiction_narrative_prose	textual_humanities	literature	korean_literature	text	short_story_collection	major	coverage	wave_035_literature_east_asia_scale	eastasia_lit_cursed_bunny	manual_only	needs_sources	planned	true		cursed bunny	bora chung	""	true
candidate:globalcon_lit_her_body	2932	10	Her Body and Other Parties	""	Carmen Maria Machado	2017	2017	2010_2019_ce	cross_regional_or_unknown	fiction_narrative_prose	textual_humanities	literature	queer_literature	text	short_story_collection	major	coverage	wave_041_literature_global_contemporary_diaspora_feminist_queer_scale	globalcon_lit_her_body	manual_only	needs_sources	planned	true		her body and other parties	carmen maria machado	""	true
candidate:eastasia_lit_refugees	2948	10	The Refugees	""	Viet Thanh Nguyen	2017	2017	2010_2019_ce	southeast_asia	fiction_narrative_prose	textual_humanities	literature	vietnamese_literature	text	short_story_collection	major	coverage	wave_035_literature_east_asia_scale	eastasia_lit_refugees	manual_only	needs_sources	planned	true		refugees	viet thanh nguyen	""	true
candidate:genre_lit_exhalation	2968	10	Exhalation	""	Ted Chiang	2019	2019	2010_2019_ce	cross_regional_or_unknown	speculative_genre	textual_humanities	literature	science_fiction_literature	text	short_story_collection	major	coverage	wave_042_literature_genre_childrens_speculative_final_balance	genre_lit_exhalation	manual_only	needs_sources	planned	true		exhalation	ted chiang	genre_fiction	true
